"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22"
"657","city","Norfolk","driving","","Virginia","United States",100,102.14,103.38,105.31,116.06,107.76,80.78,86.16,90.66,92.33,95.08,112.07,110.12,75.5,91.52,90,88.93,96.29,117.07,110.83,77.85,89.19,92.4,92.13,96.72,112.24,109.28,80.26,93.44,96.34,99.54,111.8,135.19,119.68,89.09,98.63,97.67,102.35,102.14,106.23,116.81,83.44,94.26,98.23,105.05,111.77,133.44,127.55,89.44,102.7,109.74,105.42,110.01,123.87,122.86,89.4,105.8,106.57,105.62,105.13,116.12,105.26,71.97,81.56,79.68,74.5,79.61,92.73,65.97,53.66,59.52,65.6,58.99,66.89,77.78,70.01,59.79,62.59,59.67,60.32,65.45,73.1,62.09,50.86,63.36,64.81,67.36,70.35,77,71.77,48.81,65.8,76.64,75,82.77,91.03,76.94,66.94,72.4,80.57,83.35,81.38,92.77,86.24,68.65,78.26,85.12,90.31,82.48,100.41,98.3,82.55,91.15,88.67,90.71,97.84,107.77,104.97,83.14,NA,NA,103.84,107.65,131.12,128.16,98.84,97.18,104.44,108.34,113.53,134.4,139.46,107.7,103.06,115.94,115.9,118.13,137.2,136.31,115.64,120.8,117.51,127.67,132.21,150.99,163.2,134.17,134.63,138.27,144.13,136.66,164.68,189.68,137.59,128.79,128.98,140.58,148.6,176.41,173.6,131.99,139.65,155.37,152.56,154.55,186.59,199.42,145.26,150.18,155.59,156.93,172.96,185.55,169.84,144.49,151.85,150.81,154.47,156.14,183.17,182.01,142.18,149.74,153.27,159.03,164.03,185.07,193.18,146.48,154.2,153.01,157.1,158.49,181.27,186.31,146.86,153.13,150.78,157.07,164.4,171.93,171.12,139.57,141.33,134.46,154.32,157.08,177.37,174.85,145.27,159.38,157.34,158.7,164.73,181.67,171.06,134.89,154.31,154.71,151.9,158.02,182.12,177.99,141.98,144.77,147.78,151.53,156.82,177.65,167.36,140.82,141.37,145.93,148.92,158.63,184.02,184.21,155.56,135.82,139,137.45,138.07,166.64,175.9,129.52,139.38,141.98,143.02,141.14,165.46,168.75,124.16,129.84,131.6,134.7,136.73,157.94,155.52,117.16,125.48,120.7,131.94,139.25,161.07,158.37,111.13,123.53,125.35,134.1,135.53,161.03,154.74,111,121.73,123.77,133.8,139.64,157.49,161.28,114.5,126.31,127.89,129.69,132.86,159.64,156.92,104.47,121.55,124.1,125.75,131.31,161.76,157.41,99.43,116.45,121.31,112.96,123.58,141.04,135.94,99.92,111.74,116.89,126.89,106.7,140.74,136.56,99.37,111.16,110.63,111.91,115.77,136.55,128.72,97.03,112.99,119.74,130.22,67.35,110.69,115.03,93.22,110.58,112.57,114.73,115.03,131.49,123.78,91.62,103.05,108.05,110.68,112.12,133.85,125.54,94.51,103.76,116.84,111.96,119.2,134.49,127.5,91.92,119.4,124.32,132.6,100.41,52.79,98.13,88.86,110.81,111.03,120.15,119.47,84.53,108.47,83.67,104.84,108.47,102.94,105.99,117.32,116.81,91.64,102.64,104.3,105.92,111.49,130.8,124.31,96.09,104.68,102.75,102.95,107.5,125.88,121.49,89.67,99.59,101.24,105.57,91.56,124.91,123.41,78.63,100.68,101.09,105.93,110.44,126.51,127.49,86.09,100.64,102.82,106.01,112.27,132.79,126.27,104.55,98.05,107.56,107.41,103.29,122.98,129.34,94.69,103.34
"658","city","Norfolk","transit","","Virginia","United States",100,81.24,89.27,82.78,87.54,84.59,64.66,77.97,85.68,85.84,83.7,91.21,83.3,59.62,85.44,85.16,83.54,81.52,100.2,84.35,64.22,90.6,89.92,86.65,95.4,87.98,80.15,73.46,88.83,82.17,86.37,89.15,93.3,90.24,73.46,90.28,93.79,92.54,77.05,84.23,90.92,73.78,86.24,83.78,93.95,95.97,101.13,90.52,75.03,89.11,98.06,96.73,85.28,87.21,92.17,74.38,92.82,87.82,88.83,78.78,78.86,73.9,58.94,67.24,62.93,61.92,62.32,66.64,47.08,40.66,45.74,54.09,44.29,51.11,52.76,52.04,48.97,50.14,40.38,38.08,44.78,42.56,34.73,33.84,39.05,38.64,43.77,43,41.39,43.57,36.79,37.39,49.7,35.5,41.75,43.08,40.22,38.24,42.07,43.73,50.83,49.46,47.56,42.8,40.86,48.12,49.74,54.09,39.77,52.92,47.52,43.57,54.86,53.41,55.91,56.35,57.52,55.14,40.26,NA,NA,55.34,55.71,56.92,64.06,50.67,46.67,49.74,50.46,55.39,58.05,60.43,53.13,52.04,61.84,60.99,54.38,63.94,61.36,52.6,57.36,55.71,61.4,63.53,69.95,67.04,68.46,68.74,70.19,71.48,61.23,79.35,92.82,64.58,61.92,55.51,71.16,78.38,76.08,75.07,67.37,79.71,80.68,74.3,74.18,90.88,95.08,85.56,85.4,83.62,74.43,80.52,82.45,83.62,71.84,77.45,79.19,77.45,73.5,79.02,76.6,66.44,72.97,76.16,73.9,75.43,78.22,85.24,67.33,76.97,74.3,79.51,71.16,81.2,77.33,64.42,72.29,65.91,69.18,71.16,74.75,72.41,67,72.69,66.84,69.14,65.99,72.57,69.02,65.55,69.67,74.06,71.84,67.93,68.78,70.39,62.61,72.53,73.98,67.69,70.31,76.85,73.9,62.81,72.69,65.15,71.84,73.26,73.38,75.15,64.66,76.85,69.99,78.3,76.97,88.34,79.83,73.46,68.13,66.8,64.66,66.32,73.9,73.13,63.29,63.78,69.83,71.4,76.6,83.7,78.94,70.35,77.49,69.54,73.09,73.98,71.96,72.45,58.45,71.84,71.56,66.6,78.26,76.2,72.85,57.52,76.56,68.82,75.47,75.8,72,69.83,46.27,64.06,69.58,72.57,66.84,66.32,68.25,57.85,61.27,67.85,65.87,66.12,66.88,74.3,53.85,63.05,62.08,55.99,60.91,68.05,64.86,51.39,59.02,68.13,56.96,61.44,67.2,62.2,55.63,62.85,64.78,58.53,50.95,59.66,56.07,51.23,58.98,55.39,57.16,56.64,59.74,60.95,54.3,61.4,64.14,55.14,38,54.54,50.58,46.51,53.45,58.29,52.56,52.32,57.32,51.96,41.95,47.96,48.04,47.28,51.39,55.55,55.75,41.71,48.81,54.26,50.3,53.25,52.04,51.92,42.23,51.27,54.09,54.5,41.99,30.42,42.76,42.52,56.68,55.51,55.79,46.47,41.75,46.31,41.15,51.8,60.55,48.93,45.1,48.61,49.7,43.53,51.51,52,47.12,50.75,49.33,52.16,44.41,48.73,49.78,48.04,50.63,51.35,44.82,40.9,46.79,46.19,47.16,44.33,47.32,48.97,36.18,51.35,52.16,47.96,51.07,54.66,51.27,42.4,58.25,52.6,53.69,48.33,55.43,52.48,44.53,54.54,50.58,54.26,41.71,50.79,49.21,41.91,56.72
"659","city","Norfolk","walking","","Virginia","United States",100,93.29,97.14,97.9,115.22,122.44,86.05,77.77,81.74,84.13,85.46,115.9,127.63,77.64,87.97,80.7,79.57,84.64,112.05,133.33,74.93,85.25,87.53,82.82,85.18,109.9,123.29,79.92,86.47,81.52,88.4,100.06,142.87,139.98,90.51,92.69,89.12,88.12,78.9,100.94,131.19,81.76,88.66,86.87,93.95,101.1,139.01,158.41,84.81,95.7,105.79,96.39,98.59,117.42,136.17,87.83,104.68,93.42,96.18,100.89,119.38,122.43,68.21,76.01,81.1,72.92,84.37,105.71,64.02,53.53,55.28,60.99,51.84,65.59,77.26,78.73,68.33,63.57,55.04,56.04,64.33,74.29,61.26,53.47,63.93,67.7,71.27,73.91,76.66,75.82,51.39,61.5,74.94,69.06,82.23,90.04,74.45,72.26,66.52,79.98,81.84,72.87,87.47,85.45,67.51,73.97,83.4,88.15,74.02,96.02,104.62,89.15,93.36,85.59,90.07,96.01,109.31,110.96,85.36,NA,NA,112.11,114.75,151.39,170.18,111.15,99.2,109.93,113.14,118.5,160.22,204.63,131.32,121.89,130.47,127.53,130.55,157.97,171.4,147.21,137.52,134.32,155.27,157.18,185.95,237.53,197.11,163.71,177.56,172.98,152.51,209.41,304.6,176.49,129.66,129.51,155.9,174.04,223.74,218.42,166.7,156.02,195.2,182.96,180.23,252.68,323.46,189.45,184.17,180.49,175.42,211.43,269.81,279.6,190.65,180.59,182.43,184.37,183.41,222.33,254.77,181.63,169.09,180.92,191.26,199.4,235.26,264.57,177.89,176.7,178.38,181.4,184.75,221.5,256.54,176.2,177.63,171.06,180.93,189.33,197.64,215.7,174.86,156.34,158.53,184.85,170.63,209.54,225.69,181.64,184.84,175.92,192.14,190.81,209.89,206.15,153.74,174.6,186.93,166.72,179.8,219.24,239.73,173.08,163.25,170.57,178.18,182.07,223.5,235.86,187.86,179.71,180.31,181.94,185.7,229.77,270.18,229.37,164.99,164.41,150.99,155.11,198.28,228.35,156,150.26,155.58,161.84,156.03,192.47,216.04,143.11,140.43,151.35,150.29,149.05,182.67,205.89,135.79,144.95,131.19,145.21,155.26,183.75,203.06,124.42,142.56,136.25,146.18,147.8,183.33,181.75,124.44,133.07,132.01,145.47,151.52,177.27,202.14,138.49,136.41,133.03,141.52,142.26,179.06,204.27,119.5,131.02,134.36,139.49,138.4,190.89,214.36,111.43,123.97,142.92,121.5,130.9,161.07,178.66,118,128.86,133.43,140.31,111.83,158.67,170.4,115.97,119.37,116.36,119.62,125.75,147.9,156.88,110,120.22,128.18,139.51,74.91,136.09,140.6,103.85,118.77,123.82,128.97,131.24,156.85,151.39,106.4,109.15,116.34,118.44,127.49,155.72,155.21,112.12,111.43,126.5,128.25,134.86,155.14,160.21,103.99,129.27,137.06,148.31,119.46,53.98,113.66,94.51,119.59,127.28,134.16,147.93,100.47,132.41,92.36,117.17,117.14,109.05,111.74,129.07,140.89,105.46,104.92,109.62,111.93,118.13,141.92,147.83,115.67,112.49,104.03,109.9,114.27,142.22,141.36,100.57,104.13,103.68,109.4,103.13,137.09,143.17,88.76,104.25,102.98,109.2,118.92,137.99,157.84,99.27,105.19,110.27,111.12,119.67,147.89,156.77,132.01,106.65,116.11,108.73,103.67,132.3,150.91,103.53,102.33
"740","city","Richmond","driving","","Virginia","United States",100,104.02,105.92,110.7,126.56,120.28,95.17,104.37,100.46,100.52,102.92,123.48,119.48,83.49,98.36,101.44,100.68,106.19,126.03,119.16,82.63,97.89,102.44,101.8,107.86,129.59,118.68,89.55,101.01,103.7,106.01,115.2,140.7,127.3,94.08,106.47,105.81,106.49,103.53,127.05,130.54,92.54,97.86,105.21,111.42,118.39,136.6,141.46,99.38,107.06,118.09,113.26,117.72,134.89,135.46,97.19,106.24,109.6,108.72,105.37,117.39,101.61,70.45,82.68,77.88,71.62,76.64,84.87,62.25,50.44,56.74,61.63,55.17,63.12,72.19,62.51,52.65,60.98,56.56,58.97,61.67,69.89,58.24,48.12,60.66,62.34,62.38,65.81,73.47,64.84,43.13,58.17,66.5,70.19,74.58,83.3,71.62,60.6,68.47,75.19,77.13,73.22,85.34,74.81,60.45,73.88,79.14,83.46,73.61,93.26,87.16,71,84.43,81.05,85.24,93.16,99.87,95.96,73.83,NA,NA,99.78,101.72,119.66,107.24,86.75,94.77,100.07,102.07,105.63,122.5,111.55,86.13,88.54,105.89,109.05,109.31,127.36,119.68,96.84,113.31,110.6,115.37,121.81,134.84,125.26,102.05,115.7,119.55,123.76,121.36,145.93,137.04,107.72,114.44,116.27,118.54,129.37,145.6,135.96,103.55,120.73,131.06,135.48,138.79,155.57,149.96,116.95,128.32,134.99,138.22,148.89,145.04,113.65,111.36,129.35,133,137.77,139,160.44,152.51,119.26,130.48,133.36,138.36,141.21,155.48,152.2,118.49,128.25,130.26,135.27,140.01,157.5,150.74,118.91,131.74,133.4,137.94,142.97,154.22,152.21,118.18,127.53,128.6,139.1,140.6,161.45,154.73,126.12,134.84,137.54,135.77,142.31,161.12,155.46,123.83,138.55,142.03,139.82,143.91,159.7,151.95,121.78,129.71,133.17,134.64,137.11,154.93,136.44,118.21,124.03,130.71,133.56,142,165.45,150.5,119.1,112.01,125.17,121.4,131.37,155.3,152.58,117,123.19,126.6,129.78,128.12,157.07,154.02,115.23,119.11,122.79,124.76,126.65,146.47,142.9,110.92,119.82,116.21,123.86,131.05,149.71,149.66,111.1,116.04,119.06,122.42,128.17,152.28,137.83,101.35,112.37,115.81,120.46,128.91,142.19,151.82,111.85,118.04,120.03,124.37,129.05,154.99,153.03,98.66,114.11,117.79,122.61,120.5,158.51,151.89,99.82,111.33,118.23,108.06,115.09,136.04,134.84,101.99,104.84,111.04,108.42,105.47,138.54,133.43,96.16,105.02,107.21,111.19,113.84,135.14,129.77,96.3,110.85,119.8,128.06,59.23,106.09,110.93,95.5,102.57,108.5,108.26,111.87,129.25,120.99,91.87,95.33,106.24,109.26,114.14,137.8,129.89,97.04,100.85,113.34,101.23,122.07,138.06,127.91,93.57,124.05,127.7,140.23,98.78,48.89,93.89,86.88,106.56,111.75,118.81,118.75,78.44,109.26,83.84,101.25,106.67,102.48,105.2,117.38,115.93,88.16,99.44,102.19,105.19,108.02,124.52,118.35,94.59,106.47,101.06,98.25,105.05,122.93,116.6,86.7,93.9,99.29,103.31,103.61,126.84,123.54,46.82,80.56,94.17,103.02,108.27,124.64,121.26,69.7,96.06,101.71,106.94,100.21,86.08,77.19,93.56,98.61,105.92,116.1,55.83,107.9,126.54,93.08,98.46
"741","city","Richmond","transit","","Virginia","United States",100,98.47,104.38,102.82,104.73,92.69,83.77,94.33,94.84,101.49,102.35,105.08,105.59,80.88,99.06,102.03,98.63,97.69,108.84,102.66,84.51,99.69,94.92,94.96,94.06,109.86,100.2,84.08,101.41,104.22,104.38,99.92,120.34,100.7,87.64,93.98,94.64,108.02,94.33,104.73,108.33,86.35,93.12,92.73,94.21,110.17,107.59,111.38,83.34,90.85,98.47,99.73,104.18,101.1,91.94,80.02,87.41,84.59,71.33,74.15,83.73,69.57,51.78,63.86,60.66,58.47,58.66,54.79,45.95,44.54,41.61,47.52,51.82,45.56,55.42,50.45,45.25,54.87,41.73,48.26,50.45,49.16,49.2,41.69,50.92,45.6,47.87,53.54,48.18,47.05,41.06,47.28,47.83,46.85,53.62,47.52,47.13,43.18,49.82,48.18,52.05,46.46,51.31,46.93,46.85,53.85,55.69,54.09,47.24,57.37,56.24,50.92,57.37,48.69,50.18,57.88,54.4,53.62,48.14,NA,NA,60.15,56.51,61.28,61.2,54.87,61.91,57.72,58.23,58.27,70.43,60.11,50.25,63.2,62.18,57.72,62.3,62.77,60.81,50.1,55.69,55.46,65.82,65.12,70.59,64.84,59.52,68.44,67.85,63.59,58.31,70.94,70.55,64.92,64.92,58.58,60.11,67.31,72.98,64.02,57.02,69.26,67.89,74.85,72,77.32,78.41,67.62,73.21,74.89,67.62,76.77,75.64,69.14,67.85,80.33,71.61,69.61,70.43,75.48,70.94,63.55,68.87,67.15,78.73,70.12,76.03,77.9,68.09,69.03,69.57,73.09,71.92,73.13,74.03,65.04,72.12,76.34,68.67,67.5,69.61,72.66,66.8,67.27,70.71,71.14,71.37,72.62,72.51,66.09,76.97,80.99,77.08,76.73,92.49,81.11,72.15,87.02,89.64,80.48,79.31,87.64,84.55,73.72,84.4,84.87,76.3,70.75,82.6,82.44,71.96,77.75,79.86,78.69,83.65,85.65,79.7,75.95,76.38,80.29,76.07,82.13,88.11,81.03,76.54,82.79,75.71,83.89,82.99,100.55,102.74,77.04,87.99,88.38,81.23,80.45,89.32,81.54,75.24,88.93,76.73,84.51,88.15,93.86,86.55,73.09,83.57,85.02,83.34,83.69,98.47,82.09,69.89,75.13,79.62,83.54,86,90.46,92.41,74.15,81.35,77.75,83.77,81.66,92.37,90.11,70.83,81.74,77.32,83.73,77.12,96.64,89.48,74.93,78.06,76.34,63.47,73.21,78.41,84.75,68.24,83.34,75.28,70.04,69.93,78.57,81.07,62.85,74.89,67.31,66.21,68.44,74.15,71.29,64.76,70.08,66.13,62.5,45.91,65.62,67.89,62.3,66.25,60.7,62.5,65.51,68.64,65.62,61.63,61.36,64.49,63.79,66.41,66.13,65.51,67.7,67.46,66.09,58.35,66.41,75.32,67.03,55.22,66.17,61.01,71.49,56.67,34.92,55.18,60.5,67.38,62.1,61.83,61.05,55.81,72.35,60.7,75.75,73.48,60.42,66.01,66.64,64.02,53.46,64.84,70.12,63.86,65.62,66.76,66.64,57.65,66.29,70.9,57.72,61.52,68.2,63.43,59.21,59.05,58.35,65.15,54.32,70.98,68.28,46.5,53.85,56.67,61.48,66.17,72.98,73.33,55.38,66.01,66.68,70.36,61.09,63.36,48.46,59.44,59.56,64.18,71.49,41.53,68.17,64.92,59.8,61.95
"742","city","Richmond","walking","","Virginia","United States",100,96.75,90.03,97.13,111.7,119.36,94.75,93.43,78.87,79.89,78.85,109.11,135.95,70.58,76.72,79.75,80.1,82.18,102.28,125.52,68.42,74.76,83.02,78.94,75.81,103.27,122.29,77.33,70.57,74.81,78.03,88.63,122.86,135.5,81.99,81.46,82.54,80.4,78.57,109.84,142.63,81.05,66.37,74.69,80.93,90.25,118.01,146.43,78.23,80.32,97.49,86.82,88.62,103.52,125.08,76.87,76.98,76.18,76.59,73.23,94.59,98.23,52.73,55.27,57.79,49.99,61.13,64.27,45.78,39.69,38.12,44.02,37.36,46.36,53.27,52.85,46.54,46.09,38.23,42.06,45.72,52.72,45.22,42.58,45.94,48.45,45.79,49.27,52.09,48.85,36.72,44.69,49.19,53.76,54.5,58.39,53.24,46.93,46.23,54.35,55.45,48.11,56.09,52.48,44.22,50.75,54.62,59.75,47.05,63.18,68.52,57.55,63.24,54.21,59.16,67.15,71.91,67.54,53.17,NA,NA,77.19,76.16,92.75,83.79,71.98,70.42,74.85,72.96,78.04,93.72,87.89,69.97,66.08,77.75,82.97,78.93,101.03,102.66,86.69,107.03,102.69,98.82,98.06,107.13,95.12,78.53,88.72,92.17,92.3,89.39,112.34,113.07,86.18,84.08,86.99,85,98.15,112.73,102.96,80.57,90.48,102.73,105.2,105.8,125.8,118.22,84.5,98.12,101.25,104.52,114.7,120.39,93.7,81.4,100.59,104.16,105.51,104.45,123.93,130.77,93.69,92.96,101.87,105.77,103.06,119.36,122.36,90,93.65,95.94,102.02,105.29,121.07,123.39,90.48,97.75,99.79,103.09,107.89,114.28,123.09,92.71,98.6,104.98,106.09,104.15,136.08,135.31,111.35,119.55,119.4,111.73,129.95,152.4,134.75,127.88,147.55,145.08,140.32,133.52,146.65,145.33,110.7,115.08,116.86,120.36,121.85,141.95,131.51,106.37,102.4,106.5,111.85,121.51,141.89,145.82,108.73,93.95,103.75,99.73,112.21,137.48,149.04,99.53,103.94,105.56,110.86,103.62,139.83,148.99,103.05,99.52,105.27,107.61,105.49,125.01,137.59,95.53,102.02,93.25,105.29,110.93,135.44,141.81,95.63,93.07,98.49,104.25,108.33,134.12,130.1,85.35,84.91,92.31,100.23,110.04,122.01,146.86,95.37,97.57,98.17,104.11,112.42,137.54,147.21,82.34,92.16,94.06,95.83,95.93,141.78,166.5,85.4,88.89,104.89,87.73,95.17,120.37,136.45,90.38,91.42,95.18,86.73,84.87,122.35,131.58,83.48,89.39,87.41,90.81,93.98,120.24,117.37,78.12,91.8,92.46,100.05,43.67,95.79,100.33,73.11,81.95,88.55,88.51,94.69,111.91,112.31,79.62,76.2,88.6,88.62,92.52,114.28,119.87,84.97,80.12,91.78,83.61,97.24,113.26,111.33,74.94,98.58,99.91,104.44,75.88,31.73,71.42,61.99,82.75,84.82,91.05,105.77,64.27,96.09,64.41,79.57,80.06,78.49,81.93,91.86,101.76,72.55,75.46,80.89,80.15,84.27,98.33,102.49,84.06,82.51,77.66,76.7,82.85,101.19,109.35,73.01,74.11,78.45,80.13,81.2,105.21,114.96,47.84,66.57,71.44,79.21,89.28,104.92,117.2,62.04,75.53,80.94,83.2,78.21,80.05,83.82,89.64,76.27,80.26,87.03,48.12,88.76,114.76,78.99,77.26
