geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06
county,Androscoggin County,driving,NA,Maine,United States,100,107.54,117.06,79.49,136.87,126.65,91.77,112.05,106.48,109.12,112.02,137.76,126.4,95.61,104.27,105.56,102.91,109.9,135.57,133.52,100.35,101.35,108.92,113.29,81.51,90.63,133.34,108.14,106.24,110,124.02,97.65,151.67,138.03,108.52,121.78,108.54,122.25,129.01,144.43,132.47,109.98,113.42,116.52,114.21,107.84,149.34,143.64,105.76,110.56,132.29,121.13,125.08,140.73,140.08,112.56,114.04,114.12,112.97,108.72,117.02,113.06,87.05,91.28,76.56,82.98,74.25,81.51,74.51,61.02,66.28,64.29,66.88,73.74,78.04,72.12,47.1,61.35,70.09,74.61,55.64,70.01,64.26,52.26,67.56,69,74.89,63.88,71.11,74.36,52.48,62.27,83.11,85.18,85.95,91.56,77.02,77.99,86.69,79.84,87.02,92.69,104.91,102.92,68.43,74.74,86.93,101.44,89.26,100.31,109.16,87.32,96.67,100.53,106.31,108.45,123.7,93.34,85.08,NA,NA,119.91,125.72,125.45,131.31,119.65,128.58,135.73,134.54,140.9,156.2,141.35,116.51,110.85,132.28,136.43,148.52,161.52,145.29,119.74,136.83,135.35,131.28,156.41,163.59,141.31,124.07,142.63,149.84,145.34,147.24,181.91,160.06,134.03,149.73,155.35,158.45,167.11,190.42,168.38,136.37,160.64,170.04,161.54,182.59,193.59,178.22,146.51,146.31,153.02,169.18,195.27,188.05,155.45,148.66,173.41,175.88,167.61,193.92,201.32,174.59,155.68,170.65,163.63,181.37,192.05,200.75,198.32,164.22,180.18,181.7,181.57,184.19,216.17,188.9,168.62,181.42,182.73,177.58,194,209.39,216.66,175.41,178.26,168.33,187.26,187.87,217.35,200.95,177.57,180.41,186.44,190.61,194.68,212.43,190.77,167.22,176.78,178.67,197.32,201.77,229.38,202.19,164.35,176.1,184.25,193.18,192.11,212.14,166.02,160.16,171.94,175.31,178.44,184.4,224.17,201.25,160.99,155.18,180.06,163.99,174.84,212.16,211.69,166.14,163.2,161.33,174.5,178.23,210.95,213.29,170.61,162.84,156.54,168.34,172.04,204.31,205.2,161.54,155.56,156.67,154.79,167.6,184.02,203.04,160.53,151.46,154.07,147.48,163.24,201.47,203.85,160.15,156.91,139.85,156.4,156.22,175.02,160.07,146.41,148.26,144.54,146.74,161.97,179.22,184.38,132.82,131.17,136.45,139.71,145.36,171.34,172.12,119.16,130.6,139.3,122.78,126.74,151.1,143,115.92,121.2,126.68,133.87,119.78,147.01,137.57,102.48,111.56,122.45,125.43,124.28,140.34,130.81,98.48,120.77,136.08,129.54,61.66,119.52,120.32,99.18,116.21,121.17,123.62,129.82,141.75,91.95,95.34,126.49,125.28,131.2,127.83,144.12,126.81,96.98,122.82,127.8,131.08,71.66,145.68,130.99,97.24,129.99,138.9,147.6,113.27,53.97,105.67,97.08,119.42,125.11,136.16,139.65,104.91,86.82,97.34,120.48,121.54,122.39,121.52,138.78,131.65,106.28,120.27,121.34,126.01,124.67,149.77,113.18,101.14,120.93,118.01,121.84,125.16,137.76,133.73,103,116.25,119.45,113.29,120.45,131.46,127.11,103.16,116.93,55.47,120.65,126.27,138.62,134.32,92.03,111.86,111.8,124.62,127.32,154.41,139.36,108.57,119.72,81.76,132.54,135.56,142.88,137.55,119.43,114.32,126.18,134.88,136.41,164.73,133.27,126.71,119.93,127.36,140.23,137.24,158.75,152.5
county,Aroostook County,driving,NA,Maine,United States,100,78.99,83.95,75.66,96.13,113.86,74.42,91.65,74.81,84.45,81.52,103.87,89.77,70.14,82.31,85.25,82.76,85.39,106.11,103.28,82.91,89.87,74.02,90.91,79.04,59.46,116.69,75.51,75.21,95.93,91.65,81.47,112.77,119.03,98.11,105.02,100.55,96.47,98.56,105.02,94.54,90.31,89.87,84.75,91.46,71.44,109.39,103.87,101.94,103.03,87.33,88.38,90.31,110.78,95.08,92.85,78.59,80.38,97.81,87.38,90.51,90.31,85.25,72.63,65.28,69.3,59.76,66.96,57.82,50.67,54.35,58.42,54.79,56.78,52.06,66.96,45.4,44.71,46.9,51.47,46,45.7,38.65,38.3,46.5,48.14,50.07,56.14,40.44,47.79,32.94,49.73,50.12,61.4,63.79,66.82,53.75,43.47,63.24,63.74,60.46,63.93,77.3,63.19,53.85,64.43,63.09,81.22,86.64,77.25,68.6,59.22,72.78,72.63,80.48,84.65,101.29,57.92,58.17,NA,NA,90.81,92.8,103.73,91.6,84.2,95.23,97.42,93.34,107.75,126.28,115.7,97.52,93.74,109.44,111.87,108.89,124.69,110.58,88.18,109.69,109.19,135.82,129.81,134.33,112.37,97.86,118.43,112.27,126.92,130.45,137.31,132.94,109.79,127.52,130.85,123.45,145.55,141.63,132.84,106.06,140.14,129.81,135.32,151.47,149.43,140.49,130.75,153.65,161.5,145.11,164.83,182.36,144.51,138.65,161.2,161.45,152.11,157.28,181.97,145.85,134.43,142.37,154.55,165.18,136.12,160.31,163.04,138.25,156.73,156.58,158.32,162.94,192.75,182.71,146.25,161.45,142.47,148.44,162.3,171.73,157.38,140.54,178.29,155.99,152.46,186.54,201.54,190.66,160.26,171.88,163.88,163.44,182.91,215.25,173.32,141.03,162.84,169.45,163.34,177.79,181.02,162.74,159.91,163.39,149.73,162.59,173.12,173.12,143.07,133.93,160.95,143.62,150.42,163.39,210.93,198.86,152.01,146.35,137.61,140.19,142.03,161.75,170.29,142.13,131.54,130.5,131.69,130.35,157.58,152.71,123.75,127.37,124.04,148.29,134.82,173.42,182.27,155.39,136.86,142.72,151.37,140.98,154,146.05,115.35,111.23,113.71,119.82,128.37,168.31,171.14,140.14,135.32,116.69,125.73,131.94,143.86,118.48,101.14,123.75,117.44,112.92,114.41,133.63,131.15,107.65,104.07,110.48,111.62,120.27,130.3,106.76,82.51,86.49,93.94,100.75,104.62,103.78,103.43,78.89,101.69,92,105.17,101.04,99.4,88.28,73.57,80.92,90.81,96.32,98.41,108,83.95,60.31,90.46,95.98,93.29,55.44,94.34,82.71,65.03,92.35,84.4,89.47,82.66,91.75,58.72,42.92,84.4,87.08,92.25,81.07,94.14,77.15,48.19,80.87,77.2,88.82,76.3,84.05,91.7,61.95,88.18,88.03,88.62,56.88,41.88,65.38,72.88,81.67,89.22,95.83,96.82,70.04,56.88,65.13,83.51,90.86,95.68,86.69,98.81,75.16,72.33,86.39,86.49,85.05,86.04,100.35,71.34,61.15,70.39,70.39,77.6,85.84,90.66,83.95,68.11,73.97,73.57,75.56,81.92,105.37,92.05,72.38,87.23,49.88,64.98,83.21,85.69,93.39,74.22,78.39,80.43,85.99,96.57,104.97,103.78,90.81,90.06,57.97,105.17,109.59,110.08,110.38,88.08,89.77,84.95,99.8,89.47,101.64,94.73,78.94,85.44,98.41,105.12,105.32,131.84,109.59
county,Cumberland County,driving,NA,Maine,United States,100,105.81,105.59,75.14,128.45,110.79,88.52,105.51,102.46,104.46,106.81,122.65,115.53,87.61,94.62,98.41,102.34,103.41,122.04,120.77,89.03,94.58,98.72,104.23,80.31,83.42,120.81,94.07,96.69,103.42,107.85,91.76,135.12,138.96,114.74,117.51,101.54,117.23,119.26,134.04,129.92,100.27,100.64,104.45,105.37,103.78,140.3,141.31,103.76,102.87,112.83,108.81,119.32,129.33,128.78,104.57,104.34,105.6,105.21,106.19,102.74,102.36,74.17,73.37,60.25,63.95,54.78,61.74,63.79,51.06,49.51,48.63,49.29,52.3,59.34,58.07,35.78,43.93,52.2,52.48,41.95,48.54,51.65,41.97,51.92,51.77,52.93,46.42,56.38,57.52,37.89,43.14,57.88,60.93,59.17,68.94,56.7,62.18,65.25,59.83,63.32,72.58,74.16,78.11,51.86,54.51,67.26,74.07,67.84,72.74,85.66,68.21,73.23,79.01,81.39,81.13,93.85,75.89,68.96,NA,NA,92.56,100.08,101.66,105.53,89.69,94.12,100.64,104.51,112.06,127.5,108.71,92.49,87.9,106.18,114.27,118.71,128.2,116.51,99.81,111.25,113.39,113.49,127.1,139.86,120.99,106.63,122.14,124.26,125.49,119.6,149.8,137.63,116.02,127.7,136.01,142.08,150.5,168.27,153.85,122.16,137.77,145.96,145.55,158.35,173.32,161.06,136.1,133.91,143.94,160.56,180.92,177.17,140.85,156.21,162.81,162.66,159.31,174.69,185.51,175.33,157.73,156.47,150.76,174.83,173.74,189.76,193.86,171.1,172.58,173.66,170.75,173.01,200.47,193.07,171.85,177.66,180.56,184.32,185.77,200.38,199.69,172.33,185.13,166.57,184.93,192.52,212.99,206.08,181.74,184.63,186.64,188.78,194.35,215.7,207.39,179.72,184.94,178.95,184.87,193.73,212.13,205.18,179.13,176.74,177.2,181.6,179.39,195.71,176.28,165.14,165.17,164.66,163.97,177.53,207.82,203.41,179.12,172.88,162.4,158.79,161.8,187.89,191.99,151.37,155.36,152.79,160.29,161.89,187.66,185.87,153.92,148.29,148.23,155.09,160.44,188.73,189.28,157.81,144.88,148.65,140.12,155.48,174.4,185.16,149.71,143.15,145.05,146.08,157.65,194.31,198.18,169.7,159.44,130.9,145.53,149.96,165.5,161.52,142.98,137.03,132.95,132.38,144.26,168.25,168.13,132.18,122.09,125.52,127.05,130.1,144.6,137.19,103.23,113.03,116.76,106.22,114.69,135.03,133.07,104.64,106.94,113.18,116.47,104.19,123.08,123.19,90.52,100.96,102.09,103.38,104.46,122.34,116.35,90.86,98.65,112.89,112.27,41.48,104.23,99.81,88.43,92.53,98.32,104.49,106.62,121.88,79.14,80.06,97.84,98.67,102.79,104.65,121.72,108.14,88.86,101.53,106.15,110.74,53.49,127.51,118.1,88.41,116.4,125.04,127.79,88.89,35.36,93.29,89.49,109.08,112.93,118.12,117.61,89.56,82.93,86.5,98.3,99.45,100.3,102.05,116.33,109.65,90.66,95.59,101.8,101.52,103.03,120.71,96.36,97.29,106.4,98.97,97.29,100.66,117.35,113.31,86.33,94.03,97.67,91.66,97.31,112.26,110.46,88.04,92.84,48,98.48,102.2,112.79,116.97,73.66,92.87,89.72,100.76,105.55,124.52,129.6,103.93,101.28,72.32,111.47,110.67,113.04,115.15,97.51,92.38,103.04,107.1,108.39,127.53,107.13,102.73,97.78,98.11,107.88,109.86,126.73,123.94
county,Cumberland County,walking,NA,Maine,United States,100,121.91,123.91,96.59,170.03,225.62,162.54,108.16,103.01,121.27,122.71,181.64,223.71,117.89,107.69,99.93,119.53,116.29,173.91,223.75,111.37,109.23,107.12,115.72,99.77,128.49,227.63,115.48,99,111.91,124.31,109.06,207.06,301.44,242.11,169.43,122.94,151.24,155.48,210.33,271.47,131,131.37,118.39,128.86,121.57,201.14,259.87,142.94,126.22,150.27,134.08,193.51,193.21,241.04,163.95,137.59,133.51,134.28,117.29,147.29,210.87,97.96,73.85,52.84,71.24,51.34,57.89,60.64,46.09,43.11,42.94,47.12,52.21,63.98,63.01,31.24,40.27,49.3,44.01,34.72,41.3,62.54,43.81,56.66,50.03,53.24,35.99,50.2,51.37,48.56,33.11,60.33,56.02,50.8,60.27,43.51,64.65,62.54,46.32,45.02,62.68,57.26,61.24,47.39,39.63,49.26,64.38,53.71,57.99,83.91,69.23,64.45,65.75,66.62,73.38,80.4,60,51.97,67.22,54.15,84.41,87.83,91.4,95.45,89.67,89.1,93.65,99.9,99.97,108.36,96.59,91.37,77.36,95.52,107.76,104.65,121.04,100.03,101.57,124.85,125.42,125.72,124.85,167.06,116.86,99.43,118.16,117.39,122.31,109.97,149.1,140.27,115.62,122.41,130.1,144.35,153.91,176.79,153.68,120.3,132.51,140.57,151.81,169.2,197.46,201.1,152.37,132.27,149.97,180.4,197.93,230.74,183.04,172.14,179.26,193.71,171.54,197.19,227.19,237.79,176.15,172.27,182.11,204.95,199.16,240.47,255.59,194.78,192.88,190.77,200.64,212.78,255.92,280.87,209.8,189.16,205.38,219,229.87,263.18,269.83,235.69,219.26,210.94,224.35,254.25,313.81,318.43,248.9,244.65,242.81,252.24,258.96,311.07,341.34,257.06,267.66,240.54,241.57,278.06,325.42,340,256.42,237.09,240.6,260.4,253.48,307.86,287.39,245.22,204.28,219.3,217.63,237.29,331.27,386.15,329.26,228.43,209.3,200.6,206.29,282.17,312.44,214.92,192.84,182.61,194.45,215.45,271.1,310.74,218.8,201.2,199.06,205.32,220.33,276.22,361.27,236.02,190.84,193.48,165.82,200.13,250.74,326.76,225.45,196.92,189.23,187.36,217.49,308.03,412.81,312.81,223.34,161.71,212.34,231.3,269,306.66,223.68,187.22,176.39,187.06,209.36,282.74,348.63,212.47,154.52,148.96,151.37,165.12,192.37,233.24,146.76,132.01,141.77,123.24,148.19,199.23,273.98,157.12,131.04,145.79,141.67,128.93,151.94,236.12,118.09,112.01,113.51,103.71,109.97,142.44,166.52,113.14,102.78,120.27,120.3,39.33,134.68,130.13,98.16,98.33,114.18,121.77,129.03,146.42,110.9,102.94,113.31,114.52,119.5,124.08,149,146.99,104.78,104.62,119.46,124.82,79.97,159.06,149.13,99.9,144.35,139.73,142.11,105.72,32.51,110.5,96.82,125.55,117.79,140.03,151.07,109.5,105.35,92.14,102.54,102.71,109.06,105.69,131.07,131.14,98.36,98.09,105.82,112.37,108.93,140.54,124.62,119.43,110.87,101.47,98.93,101.67,126.32,145.92,93.88,88.93,94.55,89.13,94.95,120.3,131.64,86.32,96.56,60.37,97.36,103.38,126.39,151.54,80.84,89.26,88.63,95.25,110.13,144.11,210.97,161.37,103.85,83.85,116.79,116.49,127.39,160.1,107.32,88.29,114.28,112.04,109.03,151.54,146.49,112.98,100.8,95.42,110.27,108.86,143.24,185.25
county,Franklin County,driving,NA,Maine,United States,100,107.98,110.1,79.36,165.96,155.24,146.38,148.44,109.29,112.16,131.42,185.97,197.69,174.06,117.02,116.9,107.98,124.75,178.74,189.84,162.34,123.32,111.78,115.77,95.26,156.61,194.08,198.5,115.21,120.26,123.69,111.72,188.15,196.32,217.77,208.73,161.85,168.52,179.99,211.85,206.23,197.38,118.52,111.91,126.75,103.74,219.7,197.82,204.74,125.06,132.61,123.88,132.48,181.61,203.12,186.78,117.52,112.47,112.91,122.19,139.09,152.99,123.57,92.21,74.44,66.02,74.81,81.48,77.62,73.63,72.82,54.8,69.64,69.08,71.76,87.28,51.12,50.75,70.64,65.71,54.8,62.34,60.41,49.19,69.95,63.78,70.89,55.05,67.52,74.38,66.46,62.66,69.33,118.33,81.8,77.31,81.05,86.47,83.23,77.93,78.93,98.69,96.7,117.77,80.86,68.33,76.56,85.22,76.56,84.1,111.85,91.46,90.4,87.84,101.43,94.01,105.86,85.1,88.72,NA,NA,111.85,112.91,123.38,133.04,118.58,114.28,116.15,119.14,125.44,163.59,172.88,163.9,147.26,130.99,140.21,126,145.26,143.89,133.54,120.2,127.24,134.04,151.43,186.03,160.1,148.88,158.98,159.23,155.67,152.06,173,187.72,172.38,148,152.37,157.17,159.91,200.81,198.82,168.64,173.88,178.62,171.07,198.82,221.88,216.52,202.06,157.36,162.34,176.43,222.07,274.56,246.57,230.99,224.31,212.59,192.58,218.58,241.08,237.16,212.78,193.52,179.43,225.94,202.43,236.53,277.06,246.95,215.59,228.87,205.55,205.11,248,260.1,270.95,221.32,209.79,222.01,230.3,258.73,273.88,254.43,243.95,208.42,232.36,229.18,277.43,331.05,284.66,252.74,217.64,238.78,246.45,297.94,304.11,295.64,241.65,259.73,234.16,255.42,272.44,304.99,261.91,230.05,225,222.26,224.25,260.22,214.84,243.45,191.52,196.63,212.84,207.04,281.11,316.21,284.98,249.69,166.15,182.48,194.2,238.59,260.35,219.76,190.27,192.33,196.63,190.46,252.81,271.88,233.17,179.24,186.78,182.86,188.53,257.42,318.39,276.87,184.98,180.74,173.94,212.22,222.38,305.74,265.77,192.21,183.35,177.24,203.87,271.88,318.7,294.89,217.21,154.43,172.32,164.9,191.33,180.86,189.46,154.8,160.1,179.49,175.62,210.97,195.45,172.07,134.98,139.4,144.26,140.77,171.26,151,130.99,136.22,133.54,128.62,128.74,148.13,153.43,164.84,147.76,138.84,142.58,133.35,154.61,160.35,133.73,124.69,125.81,116.33,132.92,156.86,137.09,113.22,120.01,136.47,129.11,76.93,154.8,142.46,121.32,117.77,108.23,112.34,127.68,143.08,99.94,128.55,127,130.3,158.6,136.66,135.1,141.15,127.12,141.83,130.8,140.02,102.74,156.42,160.6,140.02,163.15,151.5,155.11,118.33,75.81,144.2,156.86,174.5,176.62,189.53,192.58,191.9,149.25,193.27,137.47,143.33,141.71,141.77,171.95,195.82,180.67,155.17,155.86,154.24,149.06,206.42,173.69,209.16,191.71,132.11,155.3,154.18,208.67,226.31,185.72,136.66,138.4,132.17,146.38,178.8,188.78,194.83,147.69,85.35,159.85,170.2,198.82,221.51,193.45,142.14,130.92,155.55,169.01,217.02,220.82,213.28,193.14,122.44,207.86,209.48,238.9,236.53,233.29,174.81,184.73,176.12,185.54,239.21,221.51,250.69,165.15,152.87,209.35,169.7,201.68,225.81
county,Hancock County,driving,NA,Maine,United States,100,102.94,103.69,77.29,107.34,117.23,92.86,117.12,111.27,100.81,107.61,119.7,123.89,108.39,95.19,101.9,98.58,105.41,112.55,126.29,91.68,109.75,105.45,103.28,78.71,80,119.19,107.82,96.31,110.83,111.13,91.78,122.54,146.29,127.75,135.63,110.49,117.73,116.01,133.91,137.06,118.75,118.65,117.66,119.8,89.04,124.53,135.13,113.06,105.58,116.89,110.25,118,131,153.84,117.5,111.54,110.19,108.46,92.62,95.36,115.91,96.07,97.77,94.82,113.16,82.81,74.11,95.33,74.82,62.06,60.14,61.42,73.03,76.72,108.43,57.46,57.8,60.74,61.76,53.94,52.62,66.87,59.49,69.07,73.47,77.09,59.59,49.31,71.57,55.4,55.97,80.98,75.57,80.81,83.72,84.26,107.61,85.28,93.77,81.66,98.21,97.43,126.57,78.41,71.13,93.67,106.73,89.24,85.85,117.29,96.24,103.96,106.02,116.31,97.43,120,96.51,100.47,NA,NA,127.38,150.15,119.49,140.03,153.1,133.98,147.01,155.36,161.39,197.7,204.53,171.57,153.47,154.48,173.33,157.39,167.58,179.49,161.96,159.29,172.96,172.62,202.17,220.17,210.8,221.59,223.69,211.4,215.87,187.68,245.21,296.31,278.85,243.89,268.93,256.11,282.81,338.92,376.82,309.48,291.51,318.78,291.78,310.56,370.12,408.87,372.42,303.45,315.63,345.82,400.27,509.24,504.5,465.28,442.2,440.51,396.62,420.34,458.92,505.28,461.52,461.18,414.38,479.97,493.81,492.83,614.79,545.79,513.5,528.26,515.06,502.23,589.34,661.59,588.29,547.72,576.89,594.18,573.84,600.71,698,639.36,620.1,579.05,641.35,625.92,686.9,748.83,669.04,678.34,660.27,667.78,662.2,680.41,772.52,671.81,621.86,598.75,654.08,656.21,650.96,744.33,624.33,588.43,555.33,612.52,601.86,620.61,569.81,545.85,482.47,500.2,483.15,483.38,610.22,730.52,690.39,580.98,463.21,462.5,467.51,517.26,595.06,493.74,439.49,482.2,471.13,494.31,520.3,619.73,534.35,453.4,436.11,430.66,472.59,558.88,645.96,544.43,426.63,396.14,355.7,401.56,453.54,553.57,468.09,397.5,412.96,402.88,454.35,533.87,635.77,556.41,464.09,367.58,388.46,384.87,408.29,397.7,412.08,301.08,278.34,276.14,305.21,327.68,351.3,311.07,205.99,208.7,184.03,185.58,204.16,202.64,152.99,151.57,140.85,136.14,153.4,169.75,200.44,169.2,154.86,148.43,154.72,133.33,151.2,170.49,121.49,133.98,109.75,113.3,123.96,136.75,142.23,112.93,112.66,134.75,114.82,62.54,126.77,126.67,111.3,103.11,92.72,110.32,120.58,113.74,93.23,67.78,102.34,99.97,93.5,99.76,111.68,105.28,87.72,112.76,113.67,104.53,63.28,101.86,99.12,88.63,101.76,109.68,114.86,79.59,49.92,99.29,113.03,128.73,135.3,132.96,137.26,120.41,86.33,108.7,104.16,105.65,107.68,109.2,115.8,123.08,103.59,109.17,103.21,109.04,113.67,121.73,112.15,116.82,116.72,114.48,97.97,101.15,109.71,131.4,105.41,118.1,112.15,107.28,107.61,110.02,128.43,110.56,106.16,54.52,93.81,110.93,115.67,130.12,96.92,100.61,101.42,106.4,105.21,132.01,148.76,125.58,115.53,74.21,115.97,127.85,121.73,134.82,121.15,103.35,106.4,118.88,111.54,128.39,124.2,117.56,106.5,114.01,125.04,120.68,134.01,149.34
