geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-23,176.31
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-24,190.14
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-25,178.45
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-26,166.94
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-27,180.08
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-28,221.72
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-29,222.42
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-30,155.2
city,Reno-Sparks,walking,NA,Nevada,United States,2020-08-31,169.26
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-01,175.84
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-02,166.11
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-03,177.12
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-04,206.73
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-05,219.17
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-06,186.98
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-07,142.9
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-08,157.79
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-09,166.87
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-10,164.51
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-11,203.23
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-12,217.85
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-13,148.38
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-14,149.17
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-15,153.79
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-16,158.88
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-17,159.32
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-18,196.65
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-19,226.23
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-20,156.29
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-21,146.44
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-22,145.78
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-23,155.47
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-24,163.09
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-25,207.54
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-26,220.77
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-27,155.55
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-28,145.67
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-29,147.45
city,Reno-Sparks,walking,NA,Nevada,United States,2020-09-30,147.74
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-01,154.08
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-02,194.37
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-03,217.35
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-04,146.91
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-05,137.49
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-06,139.34
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-07,146.73
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-08,151.99
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-09,194.68
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-10,201.93
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-11,147.16
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-12,151.66
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-13,148.78
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-14,150.46
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-15,154.27
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-16,194.62
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-17,229.17
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-18,149.32
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-19,144.85
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-20,143.95
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-21,157.27
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-22,162.11
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-23,205.28
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-24,218.22
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-25,144.37
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-26,144.56
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-27,142.77
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-28,151.7
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-29,165.28
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-30,202.28
city,Reno-Sparks,walking,NA,Nevada,United States,2020-10-31,235.84
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-01,139.75
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-02,142.57
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-03,147.83
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-04,132.71
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-05,138.59
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-06,156.87
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-07,155.84
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-08,108.26
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-09,123.52
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-10,132.48
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-11,136.52
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-12,116.42
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-13,141.3
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-14,168.38
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-15,123.58
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-16,122.19
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-17,122.59
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-18,122.44
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-19,127.47
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-20,152.84
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-21,158.61
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-22,117.89
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-23,133.6
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-24,134.29
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-25,128.43
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-26,63.6
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-27,135.26
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-28,137.33
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-29,101.78
city,Reno-Sparks,walking,NA,Nevada,United States,2020-11-30,118.47
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-01,128.36
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-02,128.03
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-03,131.45
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-04,156.17
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-05,152.98
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-06,108.45
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-07,119.07
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-08,123.29
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-09,127.37
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-10,130.19
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-11,155.05
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-12,157.08
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-13,104.6
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-14,118.67
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-15,134.93
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-16,135.16
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-17,127.25
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-18,162.71
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-19,169.63
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-20,128.45
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-21,155.13
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-22,152.03
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-23,152.09
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-24,115.3
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-25,66.09
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-26,121.8
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-27,108.28
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-28,119.34
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-29,128.67
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-30,139.5
city,Reno-Sparks,walking,NA,Nevada,United States,2020-12-31,166.94
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-01,157.5
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-02,171.37
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-03,118.07
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-04,114.7
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-05,124.37
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-06,111.24
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-07,120.87
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-08,143.13
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-09,158.88
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-10,117.12
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-11,113
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-12,119.34
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-13,118.41
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-14,123.35
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-15,153.4
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-16,186.23
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-17,150.06
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-18,131.1
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-19,117.21
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-20,123.5
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-21,116.6
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-22,142.48
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-23,164.24
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-24,119.4
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-25,110.15
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-26,123.29
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-27,95.74
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-28,98.86
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-29,136.07
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-30,161.43
city,Reno-Sparks,walking,NA,Nevada,United States,2021-01-31,119.67
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-01,123.79
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-02,114.49
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-03,117.1
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-04,132.13
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-05,155.13
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-06,180.35
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-07,124
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-08,123.83
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-09,114.93
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-10,125.34
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-11,118.72
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-12,172.69
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-13,205.26
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-14,170.93
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-15,120.58
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-16,119.13
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-17,130.23
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-18,127.83
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-19,167.5
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-20,186.44
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-21,130.7
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-22,121.55
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-23,128.3
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-24,126.07
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-25,138.65
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-26,163.95
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-27,190.23
city,Reno-Sparks,walking,NA,Nevada,United States,2021-02-28,135.38
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-01,132.38
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-02,127.45
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-03,128.2
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-04,138.49
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-05,181.18
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-06,191.39
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-07,139.86
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-08,119.59
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-09,121.7
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-10,117.76
city,Reno-Sparks,walking,NA,Nevada,United States,2021-03-11,129.73
county,Carson City,driving,NA,Nevada,United States,2020-01-13,100
county,Carson City,driving,NA,Nevada,United States,2020-01-14,96.02
county,Carson City,driving,NA,Nevada,United States,2020-01-15,107.16
county,Carson City,driving,NA,Nevada,United States,2020-01-16,94.22
county,Carson City,driving,NA,Nevada,United States,2020-01-17,114.2
county,Carson City,driving,NA,Nevada,United States,2020-01-18,112.32
county,Carson City,driving,NA,Nevada,United States,2020-01-19,90.68
county,Carson City,driving,NA,Nevada,United States,2020-01-20,99.61
county,Carson City,driving,NA,Nevada,United States,2020-01-21,103.9
county,Carson City,driving,NA,Nevada,United States,2020-01-22,105.5
county,Carson City,driving,NA,Nevada,United States,2020-01-23,100.88
county,Carson City,driving,NA,Nevada,United States,2020-01-24,116.79
county,Carson City,driving,NA,Nevada,United States,2020-01-25,117.53
county,Carson City,driving,NA,Nevada,United States,2020-01-26,81.02
county,Carson City,driving,NA,Nevada,United States,2020-01-27,100.36
county,Carson City,driving,NA,Nevada,United States,2020-01-28,97.73
county,Carson City,driving,NA,Nevada,United States,2020-01-29,105.74
county,Carson City,driving,NA,Nevada,United States,2020-01-30,110.15
county,Carson City,driving,NA,Nevada,United States,2020-01-31,124.25
county,Carson City,driving,NA,Nevada,United States,2020-02-01,117.18
county,Carson City,driving,NA,Nevada,United States,2020-02-02,69.29
county,Carson City,driving,NA,Nevada,United States,2020-02-03,100.18
county,Carson City,driving,NA,Nevada,United States,2020-02-04,109.19
county,Carson City,driving,NA,Nevada,United States,2020-02-05,99.95
county,Carson City,driving,NA,Nevada,United States,2020-02-06,108.09
county,Carson City,driving,NA,Nevada,United States,2020-02-07,118.73
county,Carson City,driving,NA,Nevada,United States,2020-02-08,120.55
county,Carson City,driving,NA,Nevada,United States,2020-02-09,84.33
county,Carson City,driving,NA,Nevada,United States,2020-02-10,102.2
county,Carson City,driving,NA,Nevada,United States,2020-02-11,110.07
county,Carson City,driving,NA,Nevada,United States,2020-02-12,109.63
county,Carson City,driving,NA,Nevada,United States,2020-02-13,119.06
county,Carson City,driving,NA,Nevada,United States,2020-02-14,133.26
county,Carson City,driving,NA,Nevada,United States,2020-02-15,132.21
county,Carson City,driving,NA,Nevada,United States,2020-02-16,112.73
county,Carson City,driving,NA,Nevada,United States,2020-02-17,112.7
county,Carson City,driving,NA,Nevada,United States,2020-02-18,110.46
county,Carson City,driving,NA,Nevada,United States,2020-02-19,111.33
county,Carson City,driving,NA,Nevada,United States,2020-02-20,114.39
county,Carson City,driving,NA,Nevada,United States,2020-02-21,134.15
county,Carson City,driving,NA,Nevada,United States,2020-02-22,128.33
county,Carson City,driving,NA,Nevada,United States,2020-02-23,100.03
county,Carson City,driving,NA,Nevada,United States,2020-02-24,106.43
county,Carson City,driving,NA,Nevada,United States,2020-02-25,115.18
county,Carson City,driving,NA,Nevada,United States,2020-02-26,106.56
county,Carson City,driving,NA,Nevada,United States,2020-02-27,114.7
county,Carson City,driving,NA,Nevada,United States,2020-02-28,125.07
county,Carson City,driving,NA,Nevada,United States,2020-02-29,124.36
county,Carson City,driving,NA,Nevada,United States,2020-03-01,82.7
county,Carson City,driving,NA,Nevada,United States,2020-03-02,106.46
county,Carson City,driving,NA,Nevada,United States,2020-03-03,107.52
county,Carson City,driving,NA,Nevada,United States,2020-03-04,106.63
county,Carson City,driving,NA,Nevada,United States,2020-03-05,115.37
county,Carson City,driving,NA,Nevada,United States,2020-03-06,132.62
county,Carson City,driving,NA,Nevada,United States,2020-03-07,121.51
county,Carson City,driving,NA,Nevada,United States,2020-03-08,89.93
county,Carson City,driving,NA,Nevada,United States,2020-03-09,100.69
county,Carson City,driving,NA,Nevada,United States,2020-03-10,108.67
county,Carson City,driving,NA,Nevada,United States,2020-03-11,110.84
county,Carson City,driving,NA,Nevada,United States,2020-03-12,110.8
county,Carson City,driving,NA,Nevada,United States,2020-03-13,117.82
county,Carson City,driving,NA,Nevada,United States,2020-03-14,87.88
county,Carson City,driving,NA,Nevada,United States,2020-03-15,82.7
county,Carson City,driving,NA,Nevada,United States,2020-03-16,84.38
county,Carson City,driving,NA,Nevada,United States,2020-03-17,80.89
county,Carson City,driving,NA,Nevada,United States,2020-03-18,73.81
county,Carson City,driving,NA,Nevada,United States,2020-03-19,70.46
county,Carson City,driving,NA,Nevada,United States,2020-03-20,81.17
county,Carson City,driving,NA,Nevada,United States,2020-03-21,61.73
county,Carson City,driving,NA,Nevada,United States,2020-03-22,47.5
county,Carson City,driving,NA,Nevada,United States,2020-03-23,60.44
county,Carson City,driving,NA,Nevada,United States,2020-03-24,61.65
county,Carson City,driving,NA,Nevada,United States,2020-03-25,64.3
county,Carson City,driving,NA,Nevada,United States,2020-03-26,61.96
county,Carson City,driving,NA,Nevada,United States,2020-03-27,72
county,Carson City,driving,NA,Nevada,United States,2020-03-28,62.42
county,Carson City,driving,NA,Nevada,United States,2020-03-29,47.88
county,Carson City,driving,NA,Nevada,United States,2020-03-30,70.06
county,Carson City,driving,NA,Nevada,United States,2020-03-31,69.63
county,Carson City,driving,NA,Nevada,United States,2020-04-01,70.19
county,Carson City,driving,NA,Nevada,United States,2020-04-02,66.19
county,Carson City,driving,NA,Nevada,United States,2020-04-03,81.8
county,Carson City,driving,NA,Nevada,United States,2020-04-04,57.7
county,Carson City,driving,NA,Nevada,United States,2020-04-05,44.58
county,Carson City,driving,NA,Nevada,United States,2020-04-06,64.82
county,Carson City,driving,NA,Nevada,United States,2020-04-07,64.36
county,Carson City,driving,NA,Nevada,United States,2020-04-08,70.87
county,Carson City,driving,NA,Nevada,United States,2020-04-09,66.99
county,Carson City,driving,NA,Nevada,United States,2020-04-10,81.66
county,Carson City,driving,NA,Nevada,United States,2020-04-11,66.04
county,Carson City,driving,NA,Nevada,United States,2020-04-12,45.25
county,Carson City,driving,NA,Nevada,United States,2020-04-13,71.88
county,Carson City,driving,NA,Nevada,United States,2020-04-14,72.42
county,Carson City,driving,NA,Nevada,United States,2020-04-15,84.12
county,Carson City,driving,NA,Nevada,United States,2020-04-16,81.54
county,Carson City,driving,NA,Nevada,United States,2020-04-17,92.18
county,Carson City,driving,NA,Nevada,United States,2020-04-18,80.96
county,Carson City,driving,NA,Nevada,United States,2020-04-19,60.72
county,Carson City,driving,NA,Nevada,United States,2020-04-20,84.99
county,Carson City,driving,NA,Nevada,United States,2020-04-21,85.05
county,Carson City,driving,NA,Nevada,United States,2020-04-22,88.22
county,Carson City,driving,NA,Nevada,United States,2020-04-23,90.37
county,Carson City,driving,NA,Nevada,United States,2020-04-24,100.8
county,Carson City,driving,NA,Nevada,United States,2020-04-25,90.86
county,Carson City,driving,NA,Nevada,United States,2020-04-26,79.34
county,Carson City,driving,NA,Nevada,United States,2020-04-27,88.64
county,Carson City,driving,NA,Nevada,United States,2020-04-28,102.25
county,Carson City,driving,NA,Nevada,United States,2020-04-29,95.51
county,Carson City,driving,NA,Nevada,United States,2020-04-30,95.12
county,Carson City,driving,NA,Nevada,United States,2020-05-01,105.37
county,Carson City,driving,NA,Nevada,United States,2020-05-02,102.61
county,Carson City,driving,NA,Nevada,United States,2020-05-03,80.19
county,Carson City,driving,NA,Nevada,United States,2020-05-04,98.92
county,Carson City,driving,NA,Nevada,United States,2020-05-05,103.36
county,Carson City,driving,NA,Nevada,United States,2020-05-06,99.62
county,Carson City,driving,NA,Nevada,United States,2020-05-07,109.07
county,Carson City,driving,NA,Nevada,United States,2020-05-08,128.44
county,Carson City,driving,NA,Nevada,United States,2020-05-09,118.41
county,Carson City,driving,NA,Nevada,United States,2020-05-10,82.91
county,Carson City,driving,NA,Nevada,United States,2020-05-11,NA
county,Carson City,driving,NA,Nevada,United States,2020-05-12,NA
county,Carson City,driving,NA,Nevada,United States,2020-05-13,104.34
county,Carson City,driving,NA,Nevada,United States,2020-05-14,114.92
county,Carson City,driving,NA,Nevada,United States,2020-05-15,144.06
county,Carson City,driving,NA,Nevada,United States,2020-05-16,117.84
county,Carson City,driving,NA,Nevada,United States,2020-05-17,100.91
county,Carson City,driving,NA,Nevada,United States,2020-05-18,115.94
county,Carson City,driving,NA,Nevada,United States,2020-05-19,115.39
county,Carson City,driving,NA,Nevada,United States,2020-05-20,119.97
county,Carson City,driving,NA,Nevada,United States,2020-05-21,128.85
county,Carson City,driving,NA,Nevada,United States,2020-05-22,153.52
county,Carson City,driving,NA,Nevada,United States,2020-05-23,144.16
county,Carson City,driving,NA,Nevada,United States,2020-05-24,119.52
county,Carson City,driving,NA,Nevada,United States,2020-05-25,119.13
county,Carson City,driving,NA,Nevada,United States,2020-05-26,132.96
county,Carson City,driving,NA,Nevada,United States,2020-05-27,140.16
county,Carson City,driving,NA,Nevada,United States,2020-05-28,139.23
county,Carson City,driving,NA,Nevada,United States,2020-05-29,156.45
county,Carson City,driving,NA,Nevada,United States,2020-05-30,127.89
county,Carson City,driving,NA,Nevada,United States,2020-05-31,111.99
county,Carson City,driving,NA,Nevada,United States,2020-06-01,134.35
county,Carson City,driving,NA,Nevada,United States,2020-06-02,134.99
county,Carson City,driving,NA,Nevada,United States,2020-06-03,146.08
county,Carson City,driving,NA,Nevada,United States,2020-06-04,147.23
county,Carson City,driving,NA,Nevada,United States,2020-06-05,161.28
county,Carson City,driving,NA,Nevada,United States,2020-06-06,155.32
county,Carson City,driving,NA,Nevada,United States,2020-06-07,120.97
county,Carson City,driving,NA,Nevada,United States,2020-06-08,144.96
county,Carson City,driving,NA,Nevada,United States,2020-06-09,153.05
county,Carson City,driving,NA,Nevada,United States,2020-06-10,149.18
county,Carson City,driving,NA,Nevada,United States,2020-06-11,153.17
county,Carson City,driving,NA,Nevada,United States,2020-06-12,164.64
county,Carson City,driving,NA,Nevada,United States,2020-06-13,169.58
county,Carson City,driving,NA,Nevada,United States,2020-06-14,136.41
county,Carson City,driving,NA,Nevada,United States,2020-06-15,153.25
county,Carson City,driving,NA,Nevada,United States,2020-06-16,153.7
county,Carson City,driving,NA,Nevada,United States,2020-06-17,158.67
county,Carson City,driving,NA,Nevada,United States,2020-06-18,161.8
county,Carson City,driving,NA,Nevada,United States,2020-06-19,184.12
county,Carson City,driving,NA,Nevada,United States,2020-06-20,179.36
county,Carson City,driving,NA,Nevada,United States,2020-06-21,142.3
county,Carson City,driving,NA,Nevada,United States,2020-06-22,167.2
county,Carson City,driving,NA,Nevada,United States,2020-06-23,168.91
county,Carson City,driving,NA,Nevada,United States,2020-06-24,181.71
county,Carson City,driving,NA,Nevada,United States,2020-06-25,188.64
county,Carson City,driving,NA,Nevada,United States,2020-06-26,193.33
county,Carson City,driving,NA,Nevada,United States,2020-06-27,214.07
county,Carson City,driving,NA,Nevada,United States,2020-06-28,156.12
county,Carson City,driving,NA,Nevada,United States,2020-06-29,181.28
county,Carson City,driving,NA,Nevada,United States,2020-06-30,177.09
county,Carson City,driving,NA,Nevada,United States,2020-07-01,185.22
county,Carson City,driving,NA,Nevada,United States,2020-07-02,198.5
county,Carson City,driving,NA,Nevada,United States,2020-07-03,198.38
county,Carson City,driving,NA,Nevada,United States,2020-07-04,173.06
county,Carson City,driving,NA,Nevada,United States,2020-07-05,171.56
county,Carson City,driving,NA,Nevada,United States,2020-07-06,184.51
county,Carson City,driving,NA,Nevada,United States,2020-07-07,186.34
county,Carson City,driving,NA,Nevada,United States,2020-07-08,180.65
county,Carson City,driving,NA,Nevada,United States,2020-07-09,182.65
county,Carson City,driving,NA,Nevada,United States,2020-07-10,199.66
county,Carson City,driving,NA,Nevada,United States,2020-07-11,204.11
county,Carson City,driving,NA,Nevada,United States,2020-07-12,173.73
county,Carson City,driving,NA,Nevada,United States,2020-07-13,181.35
county,Carson City,driving,NA,Nevada,United States,2020-07-14,182.85
county,Carson City,driving,NA,Nevada,United States,2020-07-15,187.32
county,Carson City,driving,NA,Nevada,United States,2020-07-16,185.56
county,Carson City,driving,NA,Nevada,United States,2020-07-17,209.55
county,Carson City,driving,NA,Nevada,United States,2020-07-18,201.29
county,Carson City,driving,NA,Nevada,United States,2020-07-19,168.57
county,Carson City,driving,NA,Nevada,United States,2020-07-20,185.44
county,Carson City,driving,NA,Nevada,United States,2020-07-21,184.73
county,Carson City,driving,NA,Nevada,United States,2020-07-22,182.33
county,Carson City,driving,NA,Nevada,United States,2020-07-23,192.13
county,Carson City,driving,NA,Nevada,United States,2020-07-24,209.53
county,Carson City,driving,NA,Nevada,United States,2020-07-25,219.08
county,Carson City,driving,NA,Nevada,United States,2020-07-26,175.08
county,Carson City,driving,NA,Nevada,United States,2020-07-27,182.78
county,Carson City,driving,NA,Nevada,United States,2020-07-28,186.39
county,Carson City,driving,NA,Nevada,United States,2020-07-29,192.28
county,Carson City,driving,NA,Nevada,United States,2020-07-30,189.05
county,Carson City,driving,NA,Nevada,United States,2020-07-31,215.27
county,Carson City,driving,NA,Nevada,United States,2020-08-01,228.21
county,Carson City,driving,NA,Nevada,United States,2020-08-02,179.21
county,Carson City,driving,NA,Nevada,United States,2020-08-03,197.78
county,Carson City,driving,NA,Nevada,United States,2020-08-04,193.24
county,Carson City,driving,NA,Nevada,United States,2020-08-05,194.84
county,Carson City,driving,NA,Nevada,United States,2020-08-06,195.32
county,Carson City,driving,NA,Nevada,United States,2020-08-07,216.35
county,Carson City,driving,NA,Nevada,United States,2020-08-08,226.31
county,Carson City,driving,NA,Nevada,United States,2020-08-09,183.93
