geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
county,Clark County,driving,NA,Nevada,United States,2020-02-17,120.81
county,Clark County,driving,NA,Nevada,United States,2020-02-18,117.9
county,Clark County,driving,NA,Nevada,United States,2020-02-19,120.07
county,Clark County,driving,NA,Nevada,United States,2020-02-20,133.42
county,Clark County,driving,NA,Nevada,United States,2020-02-21,155.29
county,Clark County,driving,NA,Nevada,United States,2020-02-22,145.68
county,Clark County,driving,NA,Nevada,United States,2020-02-23,118.04
county,Clark County,driving,NA,Nevada,United States,2020-02-24,121.24
county,Clark County,driving,NA,Nevada,United States,2020-02-25,117.83
county,Clark County,driving,NA,Nevada,United States,2020-02-26,119.98
county,Clark County,driving,NA,Nevada,United States,2020-02-27,124.65
county,Clark County,driving,NA,Nevada,United States,2020-02-28,142.5
county,Clark County,driving,NA,Nevada,United States,2020-02-29,139.29
county,Clark County,driving,NA,Nevada,United States,2020-03-01,108.6
county,Clark County,driving,NA,Nevada,United States,2020-03-02,115.15
county,Clark County,driving,NA,Nevada,United States,2020-03-03,116.45
county,Clark County,driving,NA,Nevada,United States,2020-03-04,119.86
county,Clark County,driving,NA,Nevada,United States,2020-03-05,125.16
county,Clark County,driving,NA,Nevada,United States,2020-03-06,144.42
county,Clark County,driving,NA,Nevada,United States,2020-03-07,142.3
county,Clark County,driving,NA,Nevada,United States,2020-03-08,112.85
county,Clark County,driving,NA,Nevada,United States,2020-03-09,119.92
county,Clark County,driving,NA,Nevada,United States,2020-03-10,116.16
county,Clark County,driving,NA,Nevada,United States,2020-03-11,115.07
county,Clark County,driving,NA,Nevada,United States,2020-03-12,112.53
county,Clark County,driving,NA,Nevada,United States,2020-03-13,122.01
county,Clark County,driving,NA,Nevada,United States,2020-03-14,113.91
county,Clark County,driving,NA,Nevada,United States,2020-03-15,85.57
county,Clark County,driving,NA,Nevada,United States,2020-03-16,91.54
county,Clark County,driving,NA,Nevada,United States,2020-03-17,83.62
county,Clark County,driving,NA,Nevada,United States,2020-03-18,70.02
county,Clark County,driving,NA,Nevada,United States,2020-03-19,63.61
county,Clark County,driving,NA,Nevada,United States,2020-03-20,66.96
county,Clark County,driving,NA,Nevada,United States,2020-03-21,56.03
county,Clark County,driving,NA,Nevada,United States,2020-03-22,44.55
county,Clark County,driving,NA,Nevada,United States,2020-03-23,54.54
county,Clark County,driving,NA,Nevada,United States,2020-03-24,56.01
county,Clark County,driving,NA,Nevada,United States,2020-03-25,55.25
county,Clark County,driving,NA,Nevada,United States,2020-03-26,56.27
county,Clark County,driving,NA,Nevada,United States,2020-03-27,61.46
county,Clark County,driving,NA,Nevada,United States,2020-03-28,54.34
county,Clark County,driving,NA,Nevada,United States,2020-03-29,43.24
county,Clark County,driving,NA,Nevada,United States,2020-03-30,55.32
county,Clark County,driving,NA,Nevada,United States,2020-03-31,56.61
county,Clark County,driving,NA,Nevada,United States,2020-04-01,57.13
county,Clark County,driving,NA,Nevada,United States,2020-04-02,56.09
county,Clark County,driving,NA,Nevada,United States,2020-04-03,62.25
county,Clark County,driving,NA,Nevada,United States,2020-04-04,54.77
county,Clark County,driving,NA,Nevada,United States,2020-04-05,43.24
county,Clark County,driving,NA,Nevada,United States,2020-04-06,53.44
county,Clark County,driving,NA,Nevada,United States,2020-04-07,53.71
county,Clark County,driving,NA,Nevada,United States,2020-04-08,53.44
county,Clark County,driving,NA,Nevada,United States,2020-04-09,55.8
county,Clark County,driving,NA,Nevada,United States,2020-04-10,61.1
county,Clark County,driving,NA,Nevada,United States,2020-04-11,56.81
county,Clark County,driving,NA,Nevada,United States,2020-04-12,38.31
county,Clark County,driving,NA,Nevada,United States,2020-04-13,56.46
county,Clark County,driving,NA,Nevada,United States,2020-04-14,57.73
county,Clark County,driving,NA,Nevada,United States,2020-04-15,63.67
county,Clark County,driving,NA,Nevada,United States,2020-04-16,64.3
county,Clark County,driving,NA,Nevada,United States,2020-04-17,69.97
county,Clark County,driving,NA,Nevada,United States,2020-04-18,64.08
county,Clark County,driving,NA,Nevada,United States,2020-04-19,54.46
county,Clark County,driving,NA,Nevada,United States,2020-04-20,64.99
county,Clark County,driving,NA,Nevada,United States,2020-04-21,63.95
county,Clark County,driving,NA,Nevada,United States,2020-04-22,66.26
county,Clark County,driving,NA,Nevada,United States,2020-04-23,68.51
county,Clark County,driving,NA,Nevada,United States,2020-04-24,74.71
county,Clark County,driving,NA,Nevada,United States,2020-04-25,69.59
county,Clark County,driving,NA,Nevada,United States,2020-04-26,56.47
county,Clark County,driving,NA,Nevada,United States,2020-04-27,68.89
county,Clark County,driving,NA,Nevada,United States,2020-04-28,70.76
county,Clark County,driving,NA,Nevada,United States,2020-04-29,71.99
county,Clark County,driving,NA,Nevada,United States,2020-04-30,75.63
county,Clark County,driving,NA,Nevada,United States,2020-05-01,84.64
county,Clark County,driving,NA,Nevada,United States,2020-05-02,77.43
county,Clark County,driving,NA,Nevada,United States,2020-05-03,63.44
county,Clark County,driving,NA,Nevada,United States,2020-05-04,75.73
county,Clark County,driving,NA,Nevada,United States,2020-05-05,79.46
county,Clark County,driving,NA,Nevada,United States,2020-05-06,77.28
county,Clark County,driving,NA,Nevada,United States,2020-05-07,79.94
county,Clark County,driving,NA,Nevada,United States,2020-05-08,88.36
county,Clark County,driving,NA,Nevada,United States,2020-05-09,87.08
county,Clark County,driving,NA,Nevada,United States,2020-05-10,67.84
county,Clark County,driving,NA,Nevada,United States,2020-05-11,NA
county,Clark County,driving,NA,Nevada,United States,2020-05-12,NA
county,Clark County,driving,NA,Nevada,United States,2020-05-13,87.61
county,Clark County,driving,NA,Nevada,United States,2020-05-14,89.95
county,Clark County,driving,NA,Nevada,United States,2020-05-15,103.21
county,Clark County,driving,NA,Nevada,United States,2020-05-16,95.64
county,Clark County,driving,NA,Nevada,United States,2020-05-17,77.03
county,Clark County,driving,NA,Nevada,United States,2020-05-18,91.37
county,Clark County,driving,NA,Nevada,United States,2020-05-19,95.43
county,Clark County,driving,NA,Nevada,United States,2020-05-20,97.69
county,Clark County,driving,NA,Nevada,United States,2020-05-21,102.6
county,Clark County,driving,NA,Nevada,United States,2020-05-22,113.5
county,Clark County,driving,NA,Nevada,United States,2020-05-23,106.87
county,Clark County,driving,NA,Nevada,United States,2020-05-24,89.65
county,Clark County,driving,NA,Nevada,United States,2020-05-25,88.65
county,Clark County,driving,NA,Nevada,United States,2020-05-26,98.74
county,Clark County,driving,NA,Nevada,United States,2020-05-27,101.73
county,Clark County,driving,NA,Nevada,United States,2020-05-28,103.94
county,Clark County,driving,NA,Nevada,United States,2020-05-29,114.61
county,Clark County,driving,NA,Nevada,United States,2020-05-30,107.53
county,Clark County,driving,NA,Nevada,United States,2020-05-31,86.55
county,Clark County,driving,NA,Nevada,United States,2020-06-01,100.7
county,Clark County,driving,NA,Nevada,United States,2020-06-02,100.55
county,Clark County,driving,NA,Nevada,United States,2020-06-03,104.88
county,Clark County,driving,NA,Nevada,United States,2020-06-04,109.63
county,Clark County,driving,NA,Nevada,United States,2020-06-05,124.61
county,Clark County,driving,NA,Nevada,United States,2020-06-06,122.99
county,Clark County,driving,NA,Nevada,United States,2020-06-07,101.41
county,Clark County,driving,NA,Nevada,United States,2020-06-08,112.81
county,Clark County,driving,NA,Nevada,United States,2020-06-09,117.5
county,Clark County,driving,NA,Nevada,United States,2020-06-10,116.33
county,Clark County,driving,NA,Nevada,United States,2020-06-11,120.16
county,Clark County,driving,NA,Nevada,United States,2020-06-12,136.12
county,Clark County,driving,NA,Nevada,United States,2020-06-13,133.8
county,Clark County,driving,NA,Nevada,United States,2020-06-14,112.51
county,Clark County,driving,NA,Nevada,United States,2020-06-15,119.61
county,Clark County,driving,NA,Nevada,United States,2020-06-16,120.55
county,Clark County,driving,NA,Nevada,United States,2020-06-17,121.88
county,Clark County,driving,NA,Nevada,United States,2020-06-18,126.24
county,Clark County,driving,NA,Nevada,United States,2020-06-19,144.05
county,Clark County,driving,NA,Nevada,United States,2020-06-20,141.31
county,Clark County,driving,NA,Nevada,United States,2020-06-21,108.95
county,Clark County,driving,NA,Nevada,United States,2020-06-22,123.94
county,Clark County,driving,NA,Nevada,United States,2020-06-23,126.66
county,Clark County,driving,NA,Nevada,United States,2020-06-24,126.37
county,Clark County,driving,NA,Nevada,United States,2020-06-25,130.03
county,Clark County,driving,NA,Nevada,United States,2020-06-26,145.57
county,Clark County,driving,NA,Nevada,United States,2020-06-27,143.04
county,Clark County,driving,NA,Nevada,United States,2020-06-28,119.92
county,Clark County,driving,NA,Nevada,United States,2020-06-29,126.94
county,Clark County,driving,NA,Nevada,United States,2020-06-30,129.22
county,Clark County,driving,NA,Nevada,United States,2020-07-01,131.94
county,Clark County,driving,NA,Nevada,United States,2020-07-02,140.35
county,Clark County,driving,NA,Nevada,United States,2020-07-03,153.78
county,Clark County,driving,NA,Nevada,United States,2020-07-04,136.84
county,Clark County,driving,NA,Nevada,United States,2020-07-05,131.54
county,Clark County,driving,NA,Nevada,United States,2020-07-06,132.2
county,Clark County,driving,NA,Nevada,United States,2020-07-07,127.79
county,Clark County,driving,NA,Nevada,United States,2020-07-08,128.09
county,Clark County,driving,NA,Nevada,United States,2020-07-09,131.06
county,Clark County,driving,NA,Nevada,United States,2020-07-10,146.89
county,Clark County,driving,NA,Nevada,United States,2020-07-11,141.19
county,Clark County,driving,NA,Nevada,United States,2020-07-12,117.32
county,Clark County,driving,NA,Nevada,United States,2020-07-13,125.62
county,Clark County,driving,NA,Nevada,United States,2020-07-14,126.44
county,Clark County,driving,NA,Nevada,United States,2020-07-15,127.63
county,Clark County,driving,NA,Nevada,United States,2020-07-16,130.76
county,Clark County,driving,NA,Nevada,United States,2020-07-17,146.21
county,Clark County,driving,NA,Nevada,United States,2020-07-18,142.53
county,Clark County,driving,NA,Nevada,United States,2020-07-19,118.21
county,Clark County,driving,NA,Nevada,United States,2020-07-20,126.29
county,Clark County,driving,NA,Nevada,United States,2020-07-21,126.36
county,Clark County,driving,NA,Nevada,United States,2020-07-22,126.7
county,Clark County,driving,NA,Nevada,United States,2020-07-23,131.48
county,Clark County,driving,NA,Nevada,United States,2020-07-24,150.64
county,Clark County,driving,NA,Nevada,United States,2020-07-25,147.76
county,Clark County,driving,NA,Nevada,United States,2020-07-26,123.07
county,Clark County,driving,NA,Nevada,United States,2020-07-27,129.14
county,Clark County,driving,NA,Nevada,United States,2020-07-28,128.96
county,Clark County,driving,NA,Nevada,United States,2020-07-29,129.13
county,Clark County,driving,NA,Nevada,United States,2020-07-30,134.32
county,Clark County,driving,NA,Nevada,United States,2020-07-31,151.86
county,Clark County,driving,NA,Nevada,United States,2020-08-01,146.54
county,Clark County,driving,NA,Nevada,United States,2020-08-02,122.55
county,Clark County,driving,NA,Nevada,United States,2020-08-03,131.87
county,Clark County,driving,NA,Nevada,United States,2020-08-04,130.72
county,Clark County,driving,NA,Nevada,United States,2020-08-05,129.35
county,Clark County,driving,NA,Nevada,United States,2020-08-06,134.96
county,Clark County,driving,NA,Nevada,United States,2020-08-07,154.06
county,Clark County,driving,NA,Nevada,United States,2020-08-08,151.24
county,Clark County,driving,NA,Nevada,United States,2020-08-09,126.54
county,Clark County,driving,NA,Nevada,United States,2020-08-10,133.05
county,Clark County,driving,NA,Nevada,United States,2020-08-11,128.65
county,Clark County,driving,NA,Nevada,United States,2020-08-12,129.67
county,Clark County,driving,NA,Nevada,United States,2020-08-13,136.32
county,Clark County,driving,NA,Nevada,United States,2020-08-14,153.19
county,Clark County,driving,NA,Nevada,United States,2020-08-15,150.09
county,Clark County,driving,NA,Nevada,United States,2020-08-16,124.53
county,Clark County,driving,NA,Nevada,United States,2020-08-17,129.43
county,Clark County,driving,NA,Nevada,United States,2020-08-18,126.72
county,Clark County,driving,NA,Nevada,United States,2020-08-19,128.76
county,Clark County,driving,NA,Nevada,United States,2020-08-20,135.03
county,Clark County,driving,NA,Nevada,United States,2020-08-21,154.31
county,Clark County,driving,NA,Nevada,United States,2020-08-22,150.48
county,Clark County,driving,NA,Nevada,United States,2020-08-23,124.48
county,Clark County,driving,NA,Nevada,United States,2020-08-24,125.76
county,Clark County,driving,NA,Nevada,United States,2020-08-25,124.12
county,Clark County,driving,NA,Nevada,United States,2020-08-26,125.71
county,Clark County,driving,NA,Nevada,United States,2020-08-27,130.12
county,Clark County,driving,NA,Nevada,United States,2020-08-28,151.17
county,Clark County,driving,NA,Nevada,United States,2020-08-29,150.03
county,Clark County,driving,NA,Nevada,United States,2020-08-30,125.61
county,Clark County,driving,NA,Nevada,United States,2020-08-31,126.5
county,Clark County,driving,NA,Nevada,United States,2020-09-01,126.4
county,Clark County,driving,NA,Nevada,United States,2020-09-02,127.04
county,Clark County,driving,NA,Nevada,United States,2020-09-03,136.04
county,Clark County,driving,NA,Nevada,United States,2020-09-04,162.67
county,Clark County,driving,NA,Nevada,United States,2020-09-05,171.34
county,Clark County,driving,NA,Nevada,United States,2020-09-06,150.62
county,Clark County,driving,NA,Nevada,United States,2020-09-07,151.39
county,Clark County,driving,NA,Nevada,United States,2020-09-08,128.83
county,Clark County,driving,NA,Nevada,United States,2020-09-09,128.88
county,Clark County,driving,NA,Nevada,United States,2020-09-10,132.62
county,Clark County,driving,NA,Nevada,United States,2020-09-11,154.22
county,Clark County,driving,NA,Nevada,United States,2020-09-12,156.04
county,Clark County,driving,NA,Nevada,United States,2020-09-13,129.97
county,Clark County,driving,NA,Nevada,United States,2020-09-14,132.79
county,Clark County,driving,NA,Nevada,United States,2020-09-15,128.84
county,Clark County,driving,NA,Nevada,United States,2020-09-16,135.63
county,Clark County,driving,NA,Nevada,United States,2020-09-17,134.11
county,Clark County,driving,NA,Nevada,United States,2020-09-18,156.16
county,Clark County,driving,NA,Nevada,United States,2020-09-19,157.93
county,Clark County,driving,NA,Nevada,United States,2020-09-20,129.5
county,Clark County,driving,NA,Nevada,United States,2020-09-21,128.84
county,Clark County,driving,NA,Nevada,United States,2020-09-22,125.02
county,Clark County,driving,NA,Nevada,United States,2020-09-23,124.45
county,Clark County,driving,NA,Nevada,United States,2020-09-24,128.55
county,Clark County,driving,NA,Nevada,United States,2020-09-25,150.88
county,Clark County,driving,NA,Nevada,United States,2020-09-26,153.31
county,Clark County,driving,NA,Nevada,United States,2020-09-27,127.7
county,Clark County,driving,NA,Nevada,United States,2020-09-28,123.77
county,Clark County,driving,NA,Nevada,United States,2020-09-29,120.29
county,Clark County,driving,NA,Nevada,United States,2020-09-30,121.79
county,Clark County,driving,NA,Nevada,United States,2020-10-01,127.52
county,Clark County,driving,NA,Nevada,United States,2020-10-02,145.52
county,Clark County,driving,NA,Nevada,United States,2020-10-03,146.26
county,Clark County,driving,NA,Nevada,United States,2020-10-04,120.48
county,Clark County,driving,NA,Nevada,United States,2020-10-05,123.56
county,Clark County,driving,NA,Nevada,United States,2020-10-06,121.19
county,Clark County,driving,NA,Nevada,United States,2020-10-07,120.18
county,Clark County,driving,NA,Nevada,United States,2020-10-08,127.88
county,Clark County,driving,NA,Nevada,United States,2020-10-09,150.26
county,Clark County,driving,NA,Nevada,United States,2020-10-10,153.54
county,Clark County,driving,NA,Nevada,United States,2020-10-11,126.63
county,Clark County,driving,NA,Nevada,United States,2020-10-12,124.46
county,Clark County,driving,NA,Nevada,United States,2020-10-13,120.9
county,Clark County,driving,NA,Nevada,United States,2020-10-14,124.37
county,Clark County,driving,NA,Nevada,United States,2020-10-15,131.76
county,Clark County,driving,NA,Nevada,United States,2020-10-16,152.79
county,Clark County,driving,NA,Nevada,United States,2020-10-17,156.99
county,Clark County,driving,NA,Nevada,United States,2020-10-18,131.62
county,Clark County,driving,NA,Nevada,United States,2020-10-19,123.63
county,Clark County,driving,NA,Nevada,United States,2020-10-20,122.34
county,Clark County,driving,NA,Nevada,United States,2020-10-21,123.34
county,Clark County,driving,NA,Nevada,United States,2020-10-22,128.49
county,Clark County,driving,NA,Nevada,United States,2020-10-23,151.31
county,Clark County,driving,NA,Nevada,United States,2020-10-24,155.56
county,Clark County,driving,NA,Nevada,United States,2020-10-25,125.22
county,Clark County,driving,NA,Nevada,United States,2020-10-26,119.96
county,Clark County,driving,NA,Nevada,United States,2020-10-27,121.53
county,Clark County,driving,NA,Nevada,United States,2020-10-28,123.67
county,Clark County,driving,NA,Nevada,United States,2020-10-29,133.94
county,Clark County,driving,NA,Nevada,United States,2020-10-30,155.12
county,Clark County,driving,NA,Nevada,United States,2020-10-31,152.86
county,Clark County,driving,NA,Nevada,United States,2020-11-01,115.72
county,Clark County,driving,NA,Nevada,United States,2020-11-02,118.18
county,Clark County,driving,NA,Nevada,United States,2020-11-03,117.57
county,Clark County,driving,NA,Nevada,United States,2020-11-04,106.92
county,Clark County,driving,NA,Nevada,United States,2020-11-05,114.54
county,Clark County,driving,NA,Nevada,United States,2020-11-06,135.8
county,Clark County,driving,NA,Nevada,United States,2020-11-07,136.35
county,Clark County,driving,NA,Nevada,United States,2020-11-08,111.07
county,Clark County,driving,NA,Nevada,United States,2020-11-09,110.85
county,Clark County,driving,NA,Nevada,United States,2020-11-10,112.58
county,Clark County,driving,NA,Nevada,United States,2020-11-11,113.16
county,Clark County,driving,NA,Nevada,United States,2020-11-12,108.14
county,Clark County,driving,NA,Nevada,United States,2020-11-13,134.5
county,Clark County,driving,NA,Nevada,United States,2020-11-14,134.75
county,Clark County,driving,NA,Nevada,United States,2020-11-15,106.06
county,Clark County,driving,NA,Nevada,United States,2020-11-16,108.26
county,Clark County,driving,NA,Nevada,United States,2020-11-17,106.08
county,Clark County,driving,NA,Nevada,United States,2020-11-18,107.44
county,Clark County,driving,NA,Nevada,United States,2020-11-19,111.72
county,Clark County,driving,NA,Nevada,United States,2020-11-20,131.7
county,Clark County,driving,NA,Nevada,United States,2020-11-21,134.02
county,Clark County,driving,NA,Nevada,United States,2020-11-22,107.02
county,Clark County,driving,NA,Nevada,United States,2020-11-23,114.19
county,Clark County,driving,NA,Nevada,United States,2020-11-24,116.19
county,Clark County,driving,NA,Nevada,United States,2020-11-25,124.17
county,Clark County,driving,NA,Nevada,United States,2020-11-26,72.47
county,Clark County,driving,NA,Nevada,United States,2020-11-27,111.36
county,Clark County,driving,NA,Nevada,United States,2020-11-28,115.19
county,Clark County,driving,NA,Nevada,United States,2020-11-29,97.63
county,Clark County,driving,NA,Nevada,United States,2020-11-30,102.25
county,Clark County,driving,NA,Nevada,United States,2020-12-01,100.84
county,Clark County,driving,NA,Nevada,United States,2020-12-02,99.92
county,Clark County,driving,NA,Nevada,United States,2020-12-03,102.33
county,Clark County,driving,NA,Nevada,United States,2020-12-04,117.42
county,Clark County,driving,NA,Nevada,United States,2020-12-05,112.9
county,Clark County,driving,NA,Nevada,United States,2020-12-06,87.65
county,Clark County,driving,NA,Nevada,United States,2020-12-07,99.31
county,Clark County,driving,NA,Nevada,United States,2020-12-08,99.87
county,Clark County,driving,NA,Nevada,United States,2020-12-09,102.34
county,Clark County,driving,NA,Nevada,United States,2020-12-10,105.69
county,Clark County,driving,NA,Nevada,United States,2020-12-11,118.24
county,Clark County,driving,NA,Nevada,United States,2020-12-12,116.85
county,Clark County,driving,NA,Nevada,United States,2020-12-13,90.89
county,Clark County,driving,NA,Nevada,United States,2020-12-14,102.8
county,Clark County,driving,NA,Nevada,United States,2020-12-15,102.98
county,Clark County,driving,NA,Nevada,United States,2020-12-16,104.9
county,Clark County,driving,NA,Nevada,United States,2020-12-17,109.66
county,Clark County,driving,NA,Nevada,United States,2020-12-18,127.09
county,Clark County,driving,NA,Nevada,United States,2020-12-19,126.23
county,Clark County,driving,NA,Nevada,United States,2020-12-20,100.03
county,Clark County,driving,NA,Nevada,United States,2020-12-21,117.73
county,Clark County,driving,NA,Nevada,United States,2020-12-22,118.95
county,Clark County,driving,NA,Nevada,United States,2020-12-23,123.48
county,Clark County,driving,NA,Nevada,United States,2020-12-24,102.89
county,Clark County,driving,NA,Nevada,United States,2020-12-25,63.78
county,Clark County,driving,NA,Nevada,United States,2020-12-26,105.35
county,Clark County,driving,NA,Nevada,United States,2020-12-27,96.73
county,Clark County,driving,NA,Nevada,United States,2020-12-28,112.66
county,Clark County,driving,NA,Nevada,United States,2020-12-29,117.77
county,Clark County,driving,NA,Nevada,United States,2020-12-30,125.93
county,Clark County,driving,NA,Nevada,United States,2020-12-31,139.32
county,Clark County,driving,NA,Nevada,United States,2021-01-01,123.61
county,Clark County,driving,NA,Nevada,United States,2021-01-02,135.37
county,Clark County,driving,NA,Nevada,United States,2021-01-03,108.24
county,Clark County,driving,NA,Nevada,United States,2021-01-04,107.53
county,Clark County,driving,NA,Nevada,United States,2021-01-05,105.83
county,Clark County,driving,NA,Nevada,United States,2021-01-06,103.15
county,Clark County,driving,NA,Nevada,United States,2021-01-07,104.27
county,Clark County,driving,NA,Nevada,United States,2021-01-08,119.18
county,Clark County,driving,NA,Nevada,United States,2021-01-09,116.93
county,Clark County,driving,NA,Nevada,United States,2021-01-10,93.56
county,Clark County,driving,NA,Nevada,United States,2021-01-11,100.94
county,Clark County,driving,NA,Nevada,United States,2021-01-12,101.38
county,Clark County,driving,NA,Nevada,United States,2021-01-13,104.73
county,Clark County,driving,NA,Nevada,United States,2021-01-14,107.67
county,Clark County,driving,NA,Nevada,United States,2021-01-15,124.36
county,Clark County,driving,NA,Nevada,United States,2021-01-16,124.67
county,Clark County,driving,NA,Nevada,United States,2021-01-17,103.28
county,Clark County,driving,NA,Nevada,United States,2021-01-18,107.79
county,Clark County,driving,NA,Nevada,United States,2021-01-19,100.84
county,Clark County,driving,NA,Nevada,United States,2021-01-20,100.45
county,Clark County,driving,NA,Nevada,United States,2021-01-21,106.6
county,Clark County,driving,NA,Nevada,United States,2021-01-22,122.27
county,Clark County,driving,NA,Nevada,United States,2021-01-23,122.73
county,Clark County,driving,NA,Nevada,United States,2021-01-24,97.25
county,Clark County,driving,NA,Nevada,United States,2021-01-25,101.51
county,Clark County,driving,NA,Nevada,United States,2021-01-26,102.31
county,Clark County,driving,NA,Nevada,United States,2021-01-27,103.28
county,Clark County,driving,NA,Nevada,United States,2021-01-28,107.41
county,Clark County,driving,NA,Nevada,United States,2021-01-29,122.58
county,Clark County,driving,NA,Nevada,United States,2021-01-30,125.69
county,Clark County,driving,NA,Nevada,United States,2021-01-31,101.08
county,Clark County,driving,NA,Nevada,United States,2021-02-01,106.3
county,Clark County,driving,NA,Nevada,United States,2021-02-02,105.41
county,Clark County,driving,NA,Nevada,United States,2021-02-03,106.11
county,Clark County,driving,NA,Nevada,United States,2021-02-04,109.99
county,Clark County,driving,NA,Nevada,United States,2021-02-05,129.11
county,Clark County,driving,NA,Nevada,United States,2021-02-06,132.53
county,Clark County,driving,NA,Nevada,United States,2021-02-07,101.44
county,Clark County,driving,NA,Nevada,United States,2021-02-08,109.53
county,Clark County,driving,NA,Nevada,United States,2021-02-09,109.28
county,Clark County,driving,NA,Nevada,United States,2021-02-10,113.89
county,Clark County,driving,NA,Nevada,United States,2021-02-11,116.51
county,Clark County,driving,NA,Nevada,United States,2021-02-12,141.51
county,Clark County,driving,NA,Nevada,United States,2021-02-13,152.67
county,Clark County,driving,NA,Nevada,United States,2021-02-14,137.08
county,Clark County,driving,NA,Nevada,United States,2021-02-15,119.19
county,Clark County,driving,NA,Nevada,United States,2021-02-16,113.64
county,Clark County,driving,NA,Nevada,United States,2021-02-17,112.96
county,Clark County,driving,NA,Nevada,United States,2021-02-18,116.81
county,Clark County,driving,NA,Nevada,United States,2021-02-19,137.59
county,Clark County,driving,NA,Nevada,United States,2021-02-20,137.5
county,Clark County,driving,NA,Nevada,United States,2021-02-21,115.26
county,Clark County,driving,NA,Nevada,United States,2021-02-22,115.2
county,Clark County,driving,NA,Nevada,United States,2021-02-23,117.27
county,Clark County,driving,NA,Nevada,United States,2021-02-24,116.58
county,Clark County,driving,NA,Nevada,United States,2021-02-25,120.63
county,Clark County,driving,NA,Nevada,United States,2021-02-26,142.51
county,Clark County,driving,NA,Nevada,United States,2021-02-27,145.02
county,Clark County,driving,NA,Nevada,United States,2021-02-28,117.21
county,Clark County,driving,NA,Nevada,United States,2021-03-01,118.86
county,Clark County,driving,NA,Nevada,United States,2021-03-02,118.73
county,Clark County,driving,NA,Nevada,United States,2021-03-03,119.27
county,Clark County,driving,NA,Nevada,United States,2021-03-04,126.3
county,Clark County,driving,NA,Nevada,United States,2021-03-05,147.53
county,Clark County,driving,NA,Nevada,United States,2021-03-06,149.97
county,Clark County,driving,NA,Nevada,United States,2021-03-07,123.29
county,Clark County,driving,NA,Nevada,United States,2021-03-08,123.6
county,Clark County,driving,NA,Nevada,United States,2021-03-09,122.12
county,Clark County,driving,NA,Nevada,United States,2021-03-10,122.09
county,Clark County,driving,NA,Nevada,United States,2021-03-11,128.74
county,Clark County,transit,NA,Nevada,United States,2020-01-13,100
county,Clark County,transit,NA,Nevada,United States,2020-01-14,98.69
county,Clark County,transit,NA,Nevada,United States,2020-01-15,99.06
county,Clark County,transit,NA,Nevada,United States,2020-01-16,96.76
county,Clark County,transit,NA,Nevada,United States,2020-01-17,105.57
county,Clark County,transit,NA,Nevada,United States,2020-01-18,99.16
county,Clark County,transit,NA,Nevada,United States,2020-01-19,88.43
county,Clark County,transit,NA,Nevada,United States,2020-01-20,105.02
county,Clark County,transit,NA,Nevada,United States,2020-01-21,112.57
county,Clark County,transit,NA,Nevada,United States,2020-01-22,106.73
county,Clark County,transit,NA,Nevada,United States,2020-01-23,106.06
county,Clark County,transit,NA,Nevada,United States,2020-01-24,103.16
county,Clark County,transit,NA,Nevada,United States,2020-01-25,100.81
county,Clark County,transit,NA,Nevada,United States,2020-01-26,85.46
county,Clark County,transit,NA,Nevada,United States,2020-01-27,105.59
county,Clark County,transit,NA,Nevada,United States,2020-01-28,103.01
county,Clark County,transit,NA,Nevada,United States,2020-01-29,96.3
county,Clark County,transit,NA,Nevada,United States,2020-01-30,100.15
county,Clark County,transit,NA,Nevada,United States,2020-01-31,106.7
county,Clark County,transit,NA,Nevada,United States,2020-02-01,99.9
county,Clark County,transit,NA,Nevada,United States,2020-02-02,81.32
county,Clark County,transit,NA,Nevada,United States,2020-02-03,99.96
county,Clark County,transit,NA,Nevada,United States,2020-02-04,96.01
county,Clark County,transit,NA,Nevada,United States,2020-02-05,102.63
county,Clark County,transit,NA,Nevada,United States,2020-02-06,99.96
county,Clark County,transit,NA,Nevada,United States,2020-02-07,104.29
county,Clark County,transit,NA,Nevada,United States,2020-02-08,101.41
county,Clark County,transit,NA,Nevada,United States,2020-02-09,83.27
county,Clark County,transit,NA,Nevada,United States,2020-02-10,104.94
county,Clark County,transit,NA,Nevada,United States,2020-02-11,102.42
county,Clark County,transit,NA,Nevada,United States,2020-02-12,101.52
county,Clark County,transit,NA,Nevada,United States,2020-02-13,106.12
county,Clark County,transit,NA,Nevada,United States,2020-02-14,113.18
county,Clark County,transit,NA,Nevada,United States,2020-02-15,106.73
county,Clark County,transit,NA,Nevada,United States,2020-02-16,96.68
county,Clark County,transit,NA,Nevada,United States,2020-02-17,105.9
county,Clark County,transit,NA,Nevada,United States,2020-02-18,113.62
county,Clark County,transit,NA,Nevada,United States,2020-02-19,107.06
county,Clark County,transit,NA,Nevada,United States,2020-02-20,112.76
county,Clark County,transit,NA,Nevada,United States,2020-02-21,117.62
county,Clark County,transit,NA,Nevada,United States,2020-02-22,100.54
county,Clark County,transit,NA,Nevada,United States,2020-02-23,95.11
county,Clark County,transit,NA,Nevada,United States,2020-02-24,113.2
county,Clark County,transit,NA,Nevada,United States,2020-02-25,110.86
county,Clark County,transit,NA,Nevada,United States,2020-02-26,105.92
county,Clark County,transit,NA,Nevada,United States,2020-02-27,99.59
county,Clark County,transit,NA,Nevada,United States,2020-02-28,105.5
