geo_type,region,transportation_type,alternative_name,sub.region,country,date,relative_mobility
county,Brown County,driving,NA,Wisconsin,United States,2020-09-10,157.55
county,Brown County,driving,NA,Wisconsin,United States,2020-09-11,182.69
county,Brown County,driving,NA,Wisconsin,United States,2020-09-12,157.27
county,Brown County,driving,NA,Wisconsin,United States,2020-09-13,125.62
county,Brown County,driving,NA,Wisconsin,United States,2020-09-14,144.86
county,Brown County,driving,NA,Wisconsin,United States,2020-09-15,146.17
county,Brown County,driving,NA,Wisconsin,United States,2020-09-16,154.43
county,Brown County,driving,NA,Wisconsin,United States,2020-09-17,156.56
county,Brown County,driving,NA,Wisconsin,United States,2020-09-18,182.76
county,Brown County,driving,NA,Wisconsin,United States,2020-09-19,176.07
county,Brown County,driving,NA,Wisconsin,United States,2020-09-20,127.84
county,Brown County,driving,NA,Wisconsin,United States,2020-09-21,137.03
county,Brown County,driving,NA,Wisconsin,United States,2020-09-22,141.41
county,Brown County,driving,NA,Wisconsin,United States,2020-09-23,140.46
county,Brown County,driving,NA,Wisconsin,United States,2020-09-24,145.64
county,Brown County,driving,NA,Wisconsin,United States,2020-09-25,174.89
county,Brown County,driving,NA,Wisconsin,United States,2020-09-26,163.69
county,Brown County,driving,NA,Wisconsin,United States,2020-09-27,124.06
county,Brown County,driving,NA,Wisconsin,United States,2020-09-28,126.69
county,Brown County,driving,NA,Wisconsin,United States,2020-09-29,129.19
county,Brown County,driving,NA,Wisconsin,United States,2020-09-30,134.51
county,Brown County,driving,NA,Wisconsin,United States,2020-10-01,138.13
county,Brown County,driving,NA,Wisconsin,United States,2020-10-02,160.86
county,Brown County,driving,NA,Wisconsin,United States,2020-10-03,138.81
county,Brown County,driving,NA,Wisconsin,United States,2020-10-04,115.03
county,Brown County,driving,NA,Wisconsin,United States,2020-10-05,124.56
county,Brown County,driving,NA,Wisconsin,United States,2020-10-06,128.77
county,Brown County,driving,NA,Wisconsin,United States,2020-10-07,133.1
county,Brown County,driving,NA,Wisconsin,United States,2020-10-08,136.26
county,Brown County,driving,NA,Wisconsin,United States,2020-10-09,166.08
county,Brown County,driving,NA,Wisconsin,United States,2020-10-10,156.17
county,Brown County,driving,NA,Wisconsin,United States,2020-10-11,116.92
county,Brown County,driving,NA,Wisconsin,United States,2020-10-12,118.52
county,Brown County,driving,NA,Wisconsin,United States,2020-10-13,122.68
county,Brown County,driving,NA,Wisconsin,United States,2020-10-14,121.21
county,Brown County,driving,NA,Wisconsin,United States,2020-10-15,133.78
county,Brown County,driving,NA,Wisconsin,United States,2020-10-16,158.26
county,Brown County,driving,NA,Wisconsin,United States,2020-10-17,136.92
county,Brown County,driving,NA,Wisconsin,United States,2020-10-18,103.46
county,Brown County,driving,NA,Wisconsin,United States,2020-10-19,117.43
county,Brown County,driving,NA,Wisconsin,United States,2020-10-20,117.47
county,Brown County,driving,NA,Wisconsin,United States,2020-10-21,122.87
county,Brown County,driving,NA,Wisconsin,United States,2020-10-22,123.25
county,Brown County,driving,NA,Wisconsin,United States,2020-10-23,154.79
county,Brown County,driving,NA,Wisconsin,United States,2020-10-24,136.19
county,Brown County,driving,NA,Wisconsin,United States,2020-10-25,96.12
county,Brown County,driving,NA,Wisconsin,United States,2020-10-26,117.07
county,Brown County,driving,NA,Wisconsin,United States,2020-10-27,120.51
county,Brown County,driving,NA,Wisconsin,United States,2020-10-28,123.51
county,Brown County,driving,NA,Wisconsin,United States,2020-10-29,132.21
county,Brown County,driving,NA,Wisconsin,United States,2020-10-30,162.45
county,Brown County,driving,NA,Wisconsin,United States,2020-10-31,139.1
county,Brown County,driving,NA,Wisconsin,United States,2020-11-01,91.34
county,Brown County,driving,NA,Wisconsin,United States,2020-11-02,104.99
county,Brown County,driving,NA,Wisconsin,United States,2020-11-03,117.17
county,Brown County,driving,NA,Wisconsin,United States,2020-11-04,104.3
county,Brown County,driving,NA,Wisconsin,United States,2020-11-05,112.7
county,Brown County,driving,NA,Wisconsin,United States,2020-11-06,136.07
county,Brown County,driving,NA,Wisconsin,United States,2020-11-07,127.02
county,Brown County,driving,NA,Wisconsin,United States,2020-11-08,96.03
county,Brown County,driving,NA,Wisconsin,United States,2020-11-09,104.44
county,Brown County,driving,NA,Wisconsin,United States,2020-11-10,100.69
county,Brown County,driving,NA,Wisconsin,United States,2020-11-11,107.02
county,Brown County,driving,NA,Wisconsin,United States,2020-11-12,104.6
county,Brown County,driving,NA,Wisconsin,United States,2020-11-13,123.96
county,Brown County,driving,NA,Wisconsin,United States,2020-11-14,115.07
county,Brown County,driving,NA,Wisconsin,United States,2020-11-15,77.64
county,Brown County,driving,NA,Wisconsin,United States,2020-11-16,97.1
county,Brown County,driving,NA,Wisconsin,United States,2020-11-17,100.13
county,Brown County,driving,NA,Wisconsin,United States,2020-11-18,106.67
county,Brown County,driving,NA,Wisconsin,United States,2020-11-19,109.94
county,Brown County,driving,NA,Wisconsin,United States,2020-11-20,125.28
county,Brown County,driving,NA,Wisconsin,United States,2020-11-21,107.05
county,Brown County,driving,NA,Wisconsin,United States,2020-11-22,80.52
county,Brown County,driving,NA,Wisconsin,United States,2020-11-23,103.13
county,Brown County,driving,NA,Wisconsin,United States,2020-11-24,105.3
county,Brown County,driving,NA,Wisconsin,United States,2020-11-25,121.37
county,Brown County,driving,NA,Wisconsin,United States,2020-11-26,53.85
county,Brown County,driving,NA,Wisconsin,United States,2020-11-27,115.65
county,Brown County,driving,NA,Wisconsin,United States,2020-11-28,106.94
county,Brown County,driving,NA,Wisconsin,United States,2020-11-29,87.94
county,Brown County,driving,NA,Wisconsin,United States,2020-11-30,101.93
county,Brown County,driving,NA,Wisconsin,United States,2020-12-01,106.5
county,Brown County,driving,NA,Wisconsin,United States,2020-12-02,106.64
county,Brown County,driving,NA,Wisconsin,United States,2020-12-03,108.6
county,Brown County,driving,NA,Wisconsin,United States,2020-12-04,128.98
county,Brown County,driving,NA,Wisconsin,United States,2020-12-05,126.87
county,Brown County,driving,NA,Wisconsin,United States,2020-12-06,87.05
county,Brown County,driving,NA,Wisconsin,United States,2020-12-07,102.81
county,Brown County,driving,NA,Wisconsin,United States,2020-12-08,105.51
county,Brown County,driving,NA,Wisconsin,United States,2020-12-09,111.69
county,Brown County,driving,NA,Wisconsin,United States,2020-12-10,111.38
county,Brown County,driving,NA,Wisconsin,United States,2020-12-11,136.33
county,Brown County,driving,NA,Wisconsin,United States,2020-12-12,119.42
county,Brown County,driving,NA,Wisconsin,United States,2020-12-13,90.52
county,Brown County,driving,NA,Wisconsin,United States,2020-12-14,105.49
county,Brown County,driving,NA,Wisconsin,United States,2020-12-15,108.69
county,Brown County,driving,NA,Wisconsin,United States,2020-12-16,112.59
county,Brown County,driving,NA,Wisconsin,United States,2020-12-17,119.23
county,Brown County,driving,NA,Wisconsin,United States,2020-12-18,141
county,Brown County,driving,NA,Wisconsin,United States,2020-12-19,126.17
county,Brown County,driving,NA,Wisconsin,United States,2020-12-20,97.93
county,Brown County,driving,NA,Wisconsin,United States,2020-12-21,120.65
county,Brown County,driving,NA,Wisconsin,United States,2020-12-22,129.19
county,Brown County,driving,NA,Wisconsin,United States,2020-12-23,136.77
county,Brown County,driving,NA,Wisconsin,United States,2020-12-24,83.79
county,Brown County,driving,NA,Wisconsin,United States,2020-12-25,49.87
county,Brown County,driving,NA,Wisconsin,United States,2020-12-26,102.35
county,Brown County,driving,NA,Wisconsin,United States,2020-12-27,89.51
county,Brown County,driving,NA,Wisconsin,United States,2020-12-28,114.44
county,Brown County,driving,NA,Wisconsin,United States,2020-12-29,118.03
county,Brown County,driving,NA,Wisconsin,United States,2020-12-30,111.66
county,Brown County,driving,NA,Wisconsin,United States,2020-12-31,123.97
county,Brown County,driving,NA,Wisconsin,United States,2021-01-01,88.94
county,Brown County,driving,NA,Wisconsin,United States,2021-01-02,109.62
county,Brown County,driving,NA,Wisconsin,United States,2021-01-03,83.99
county,Brown County,driving,NA,Wisconsin,United States,2021-01-04,101.76
county,Brown County,driving,NA,Wisconsin,United States,2021-01-05,109.18
county,Brown County,driving,NA,Wisconsin,United States,2021-01-06,106.54
county,Brown County,driving,NA,Wisconsin,United States,2021-01-07,107.95
county,Brown County,driving,NA,Wisconsin,United States,2021-01-08,126.06
county,Brown County,driving,NA,Wisconsin,United States,2021-01-09,121.72
county,Brown County,driving,NA,Wisconsin,United States,2021-01-10,87.87
county,Brown County,driving,NA,Wisconsin,United States,2021-01-11,102.16
county,Brown County,driving,NA,Wisconsin,United States,2021-01-12,105.18
county,Brown County,driving,NA,Wisconsin,United States,2021-01-13,106.25
county,Brown County,driving,NA,Wisconsin,United States,2021-01-14,105.65
county,Brown County,driving,NA,Wisconsin,United States,2021-01-15,120.75
county,Brown County,driving,NA,Wisconsin,United States,2021-01-16,121.97
county,Brown County,driving,NA,Wisconsin,United States,2021-01-17,96.1
county,Brown County,driving,NA,Wisconsin,United States,2021-01-18,109.46
county,Brown County,driving,NA,Wisconsin,United States,2021-01-19,106.87
county,Brown County,driving,NA,Wisconsin,United States,2021-01-20,105.44
county,Brown County,driving,NA,Wisconsin,United States,2021-01-21,106.1
county,Brown County,driving,NA,Wisconsin,United States,2021-01-22,129.52
county,Brown County,driving,NA,Wisconsin,United States,2021-01-23,131.17
county,Brown County,driving,NA,Wisconsin,United States,2021-01-24,91.12
county,Brown County,driving,NA,Wisconsin,United States,2021-01-25,103.1
county,Brown County,driving,NA,Wisconsin,United States,2021-01-26,101.79
county,Brown County,driving,NA,Wisconsin,United States,2021-01-27,104.39
county,Brown County,driving,NA,Wisconsin,United States,2021-01-28,107.52
county,Brown County,driving,NA,Wisconsin,United States,2021-01-29,127.32
county,Brown County,driving,NA,Wisconsin,United States,2021-01-30,125.35
county,Brown County,driving,NA,Wisconsin,United States,2021-01-31,83.83
county,Brown County,driving,NA,Wisconsin,United States,2021-02-01,100.96
county,Brown County,driving,NA,Wisconsin,United States,2021-02-02,103.39
county,Brown County,driving,NA,Wisconsin,United States,2021-02-03,109.36
county,Brown County,driving,NA,Wisconsin,United States,2021-02-04,82.03
county,Brown County,driving,NA,Wisconsin,United States,2021-02-05,109.54
county,Brown County,driving,NA,Wisconsin,United States,2021-02-06,111.24
county,Brown County,driving,NA,Wisconsin,United States,2021-02-07,78.51
county,Brown County,driving,NA,Wisconsin,United States,2021-02-08,96.26
county,Brown County,driving,NA,Wisconsin,United States,2021-02-09,100.73
county,Brown County,driving,NA,Wisconsin,United States,2021-02-10,101.87
county,Brown County,driving,NA,Wisconsin,United States,2021-02-11,107.33
county,Brown County,driving,NA,Wisconsin,United States,2021-02-12,130.35
county,Brown County,driving,NA,Wisconsin,United States,2021-02-13,119.18
county,Brown County,driving,NA,Wisconsin,United States,2021-02-14,96.81
county,Brown County,driving,NA,Wisconsin,United States,2021-02-15,91.96
county,Brown County,driving,NA,Wisconsin,United States,2021-02-16,99.65
county,Brown County,driving,NA,Wisconsin,United States,2021-02-17,101.31
county,Brown County,driving,NA,Wisconsin,United States,2021-02-18,104.76
county,Brown County,driving,NA,Wisconsin,United States,2021-02-19,131.32
county,Brown County,driving,NA,Wisconsin,United States,2021-02-20,133.27
county,Brown County,driving,NA,Wisconsin,United States,2021-02-21,91.6
county,Brown County,driving,NA,Wisconsin,United States,2021-02-22,100.9
county,Brown County,driving,NA,Wisconsin,United States,2021-02-23,105.16
county,Brown County,driving,NA,Wisconsin,United States,2021-02-24,109.98
county,Brown County,driving,NA,Wisconsin,United States,2021-02-25,115.78
county,Brown County,driving,NA,Wisconsin,United States,2021-02-26,136.33
county,Brown County,driving,NA,Wisconsin,United States,2021-02-27,138.16
county,Brown County,driving,NA,Wisconsin,United States,2021-02-28,96.75
county,Brown County,driving,NA,Wisconsin,United States,2021-03-01,114.94
county,Brown County,driving,NA,Wisconsin,United States,2021-03-02,116.68
county,Brown County,driving,NA,Wisconsin,United States,2021-03-03,117.71
county,Brown County,driving,NA,Wisconsin,United States,2021-03-04,122.08
county,Brown County,driving,NA,Wisconsin,United States,2021-03-05,145.55
county,Brown County,driving,NA,Wisconsin,United States,2021-03-06,152.26
county,Brown County,walking,NA,Wisconsin,United States,2020-01-13,100
county,Brown County,walking,NA,Wisconsin,United States,2020-01-14,101.65
county,Brown County,walking,NA,Wisconsin,United States,2020-01-15,89.64
county,Brown County,walking,NA,Wisconsin,United States,2020-01-16,105.49
county,Brown County,walking,NA,Wisconsin,United States,2020-01-17,123.94
county,Brown County,walking,NA,Wisconsin,United States,2020-01-18,102.9
county,Brown County,walking,NA,Wisconsin,United States,2020-01-19,82.5
county,Brown County,walking,NA,Wisconsin,United States,2020-01-20,101.18
county,Brown County,walking,NA,Wisconsin,United States,2020-01-21,93.17
county,Brown County,walking,NA,Wisconsin,United States,2020-01-22,94.03
county,Brown County,walking,NA,Wisconsin,United States,2020-01-23,98.98
county,Brown County,walking,NA,Wisconsin,United States,2020-01-24,135.48
county,Brown County,walking,NA,Wisconsin,United States,2020-01-25,140.97
county,Brown County,walking,NA,Wisconsin,United States,2020-01-26,96.7
county,Brown County,walking,NA,Wisconsin,United States,2020-01-27,83.75
county,Brown County,walking,NA,Wisconsin,United States,2020-01-28,93.49
county,Brown County,walking,NA,Wisconsin,United States,2020-01-29,93.49
county,Brown County,walking,NA,Wisconsin,United States,2020-01-30,92.62
county,Brown County,walking,NA,Wisconsin,United States,2020-01-31,131.55
county,Brown County,walking,NA,Wisconsin,United States,2020-02-01,142.78
county,Brown County,walking,NA,Wisconsin,United States,2020-02-02,96.08
county,Brown County,walking,NA,Wisconsin,United States,2020-02-03,92.94
county,Brown County,walking,NA,Wisconsin,United States,2020-02-04,104.24
county,Brown County,walking,NA,Wisconsin,United States,2020-02-05,106.44
county,Brown County,walking,NA,Wisconsin,United States,2020-02-06,108.48
county,Brown County,walking,NA,Wisconsin,United States,2020-02-07,113.74
county,Brown County,walking,NA,Wisconsin,United States,2020-02-08,131.24
county,Brown County,walking,NA,Wisconsin,United States,2020-02-09,76.3
county,Brown County,walking,NA,Wisconsin,United States,2020-02-10,100.86
county,Brown County,walking,NA,Wisconsin,United States,2020-02-11,95.45
county,Brown County,walking,NA,Wisconsin,United States,2020-02-12,105.02
county,Brown County,walking,NA,Wisconsin,United States,2020-02-13,112.48
county,Brown County,walking,NA,Wisconsin,United States,2020-02-14,142.94
county,Brown County,walking,NA,Wisconsin,United States,2020-02-15,144.03
county,Brown County,walking,NA,Wisconsin,United States,2020-02-16,103.14
county,Brown County,walking,NA,Wisconsin,United States,2020-02-17,92.94
county,Brown County,walking,NA,Wisconsin,United States,2020-02-18,94.51
county,Brown County,walking,NA,Wisconsin,United States,2020-02-19,97.72
county,Brown County,walking,NA,Wisconsin,United States,2020-02-20,108.16
county,Brown County,walking,NA,Wisconsin,United States,2020-02-21,137.76
county,Brown County,walking,NA,Wisconsin,United States,2020-02-22,170.17
county,Brown County,walking,NA,Wisconsin,United States,2020-02-23,99.45
county,Brown County,walking,NA,Wisconsin,United States,2020-02-24,98.04
county,Brown County,walking,NA,Wisconsin,United States,2020-02-25,116.8
county,Brown County,walking,NA,Wisconsin,United States,2020-02-26,105.81
county,Brown County,walking,NA,Wisconsin,United States,2020-02-27,118.52
county,Brown County,walking,NA,Wisconsin,United States,2020-02-28,138.07
county,Brown County,walking,NA,Wisconsin,United States,2020-02-29,156.44
county,Brown County,walking,NA,Wisconsin,United States,2020-03-01,98.04
county,Brown County,walking,NA,Wisconsin,United States,2020-03-02,107.93
county,Brown County,walking,NA,Wisconsin,United States,2020-03-03,113.27
county,Brown County,walking,NA,Wisconsin,United States,2020-03-04,114.44
county,Brown County,walking,NA,Wisconsin,United States,2020-03-05,121.98
county,Brown County,walking,NA,Wisconsin,United States,2020-03-06,154.4
county,Brown County,walking,NA,Wisconsin,United States,2020-03-07,182.26
county,Brown County,walking,NA,Wisconsin,United States,2020-03-08,118.68
county,Brown County,walking,NA,Wisconsin,United States,2020-03-09,100.78
county,Brown County,walking,NA,Wisconsin,United States,2020-03-10,105.73
county,Brown County,walking,NA,Wisconsin,United States,2020-03-11,110.13
county,Brown County,walking,NA,Wisconsin,United States,2020-03-12,107.54
county,Brown County,walking,NA,Wisconsin,United States,2020-03-13,125.2
county,Brown County,walking,NA,Wisconsin,United States,2020-03-14,112.17
county,Brown County,walking,NA,Wisconsin,United States,2020-03-15,83.52
county,Brown County,walking,NA,Wisconsin,United States,2020-03-16,83.91
county,Brown County,walking,NA,Wisconsin,United States,2020-03-17,95.37
county,Brown County,walking,NA,Wisconsin,United States,2020-03-18,81.87
county,Brown County,walking,NA,Wisconsin,United States,2020-03-19,70.09
county,Brown County,walking,NA,Wisconsin,United States,2020-03-20,93.25
county,Brown County,walking,NA,Wisconsin,United States,2020-03-21,70.49
county,Brown County,walking,NA,Wisconsin,United States,2020-03-22,50.63
county,Brown County,walking,NA,Wisconsin,United States,2020-03-23,76.61
county,Brown County,walking,NA,Wisconsin,United States,2020-03-24,74.41
county,Brown County,walking,NA,Wisconsin,United States,2020-03-25,62.48
county,Brown County,walking,NA,Wisconsin,United States,2020-03-26,96.47
county,Brown County,walking,NA,Wisconsin,United States,2020-03-27,82.34
county,Brown County,walking,NA,Wisconsin,United States,2020-03-28,60.75
county,Brown County,walking,NA,Wisconsin,United States,2020-03-29,53.69
county,Brown County,walking,NA,Wisconsin,United States,2020-03-30,74.8
county,Brown County,walking,NA,Wisconsin,United States,2020-03-31,72.68
county,Brown County,walking,NA,Wisconsin,United States,2020-04-01,86.89
county,Brown County,walking,NA,Wisconsin,United States,2020-04-02,100.31
county,Brown County,walking,NA,Wisconsin,United States,2020-04-03,95.13
county,Brown County,walking,NA,Wisconsin,United States,2020-04-04,93.25
county,Brown County,walking,NA,Wisconsin,United States,2020-04-05,82.65
county,Brown County,walking,NA,Wisconsin,United States,2020-04-06,93.25
county,Brown County,walking,NA,Wisconsin,United States,2020-04-07,94.11
county,Brown County,walking,NA,Wisconsin,United States,2020-04-08,85.16
county,Brown County,walking,NA,Wisconsin,United States,2020-04-09,76.22
county,Brown County,walking,NA,Wisconsin,United States,2020-04-10,91.84
county,Brown County,walking,NA,Wisconsin,United States,2020-04-11,95.45
county,Brown County,walking,NA,Wisconsin,United States,2020-04-12,44.66
county,Brown County,walking,NA,Wisconsin,United States,2020-04-13,71.82
county,Brown County,walking,NA,Wisconsin,United States,2020-04-14,76.53
county,Brown County,walking,NA,Wisconsin,United States,2020-04-15,77.55
county,Brown County,walking,NA,Wisconsin,United States,2020-04-16,83.75
county,Brown County,walking,NA,Wisconsin,United States,2020-04-17,97.25
county,Brown County,walking,NA,Wisconsin,United States,2020-04-18,96
county,Brown County,walking,NA,Wisconsin,United States,2020-04-19,79.28
county,Brown County,walking,NA,Wisconsin,United States,2020-04-20,84.77
county,Brown County,walking,NA,Wisconsin,United States,2020-04-21,87.76
county,Brown County,walking,NA,Wisconsin,United States,2020-04-22,81.55
county,Brown County,walking,NA,Wisconsin,United States,2020-04-23,91.21
county,Brown County,walking,NA,Wisconsin,United States,2020-04-24,109.65
county,Brown County,walking,NA,Wisconsin,United States,2020-04-25,105.57
county,Brown County,walking,NA,Wisconsin,United States,2020-04-26,91.21
county,Brown County,walking,NA,Wisconsin,United States,2020-04-27,87.05
county,Brown County,walking,NA,Wisconsin,United States,2020-04-28,84.07
county,Brown County,walking,NA,Wisconsin,United States,2020-04-29,72.84
county,Brown County,walking,NA,Wisconsin,United States,2020-04-30,107.14
county,Brown County,walking,NA,Wisconsin,United States,2020-05-01,119.62
county,Brown County,walking,NA,Wisconsin,United States,2020-05-02,115.54
county,Brown County,walking,NA,Wisconsin,United States,2020-05-03,102.83
county,Brown County,walking,NA,Wisconsin,United States,2020-05-04,108.08
county,Brown County,walking,NA,Wisconsin,United States,2020-05-05,104.32
county,Brown County,walking,NA,Wisconsin,United States,2020-05-06,114.52
county,Brown County,walking,NA,Wisconsin,United States,2020-05-07,125.43
county,Brown County,walking,NA,Wisconsin,United States,2020-05-08,125.51
county,Brown County,walking,NA,Wisconsin,United States,2020-05-09,117.9
county,Brown County,walking,NA,Wisconsin,United States,2020-05-10,76.92
county,Brown County,walking,NA,Wisconsin,United States,2020-05-11,104.08
county,Brown County,walking,NA,Wisconsin,United States,2020-05-12,84.54
county,Brown County,walking,NA,Wisconsin,United States,2020-05-13,126.84
county,Brown County,walking,NA,Wisconsin,United States,2020-05-14,109.5
county,Brown County,walking,NA,Wisconsin,United States,2020-05-15,167.58
county,Brown County,walking,NA,Wisconsin,United States,2020-05-16,129.83
county,Brown County,walking,NA,Wisconsin,United States,2020-05-17,90.42
county,Brown County,walking,NA,Wisconsin,United States,2020-05-18,115.7
county,Brown County,walking,NA,Wisconsin,United States,2020-05-19,143.01
county,Brown County,walking,NA,Wisconsin,United States,2020-05-20,165.38
county,Brown County,walking,NA,Wisconsin,United States,2020-05-21,153.45
county,Brown County,walking,NA,Wisconsin,United States,2020-05-22,172.29
county,Brown County,walking,NA,Wisconsin,United States,2020-05-23,133.28
county,Brown County,walking,NA,Wisconsin,United States,2020-05-24,118.29
county,Brown County,walking,NA,Wisconsin,United States,2020-05-25,118.52
county,Brown County,walking,NA,Wisconsin,United States,2020-05-26,187.68
county,Brown County,walking,NA,Wisconsin,United States,2020-05-27,163.03
county,Brown County,walking,NA,Wisconsin,United States,2020-05-28,135.79
county,Brown County,walking,NA,Wisconsin,United States,2020-05-29,166.01
county,Brown County,walking,NA,Wisconsin,United States,2020-05-30,163.27
county,Brown County,walking,NA,Wisconsin,United States,2020-05-31,138.23
county,Brown County,walking,NA,Wisconsin,United States,2020-06-01,134.14
county,Brown County,walking,NA,Wisconsin,United States,2020-06-02,166.95
county,Brown County,walking,NA,Wisconsin,United States,2020-06-03,175.27
county,Brown County,walking,NA,Wisconsin,United States,2020-06-04,166.25
county,Brown County,walking,NA,Wisconsin,United States,2020-06-05,170.49
county,Brown County,walking,NA,Wisconsin,United States,2020-06-06,166.8
county,Brown County,walking,NA,Wisconsin,United States,2020-06-07,178.96
county,Brown County,walking,NA,Wisconsin,United States,2020-06-08,179.98
county,Brown County,walking,NA,Wisconsin,United States,2020-06-09,160.44
county,Brown County,walking,NA,Wisconsin,United States,2020-06-10,149.22
county,Brown County,walking,NA,Wisconsin,United States,2020-06-11,175.51
county,Brown County,walking,NA,Wisconsin,United States,2020-06-12,205.49
county,Brown County,walking,NA,Wisconsin,United States,2020-06-13,184.14
county,Brown County,walking,NA,Wisconsin,United States,2020-06-14,141.44
county,Brown County,walking,NA,Wisconsin,United States,2020-06-15,201.02
county,Brown County,walking,NA,Wisconsin,United States,2020-06-16,196.39
county,Brown County,walking,NA,Wisconsin,United States,2020-06-17,203.69
county,Brown County,walking,NA,Wisconsin,United States,2020-06-18,194.74
county,Brown County,walking,NA,Wisconsin,United States,2020-06-19,226.45
county,Brown County,walking,NA,Wisconsin,United States,2020-06-20,158.95
county,Brown County,walking,NA,Wisconsin,United States,2020-06-21,138.38
county,Brown County,walking,NA,Wisconsin,United States,2020-06-22,183.59
county,Brown County,walking,NA,Wisconsin,United States,2020-06-23,196.86
county,Brown County,walking,NA,Wisconsin,United States,2020-06-24,193.01
county,Brown County,walking,NA,Wisconsin,United States,2020-06-25,229.83
county,Brown County,walking,NA,Wisconsin,United States,2020-06-26,237.52
county,Brown County,walking,NA,Wisconsin,United States,2020-06-27,212.01
county,Brown County,walking,NA,Wisconsin,United States,2020-06-28,155.42
county,Brown County,walking,NA,Wisconsin,United States,2020-06-29,174.96
county,Brown County,walking,NA,Wisconsin,United States,2020-06-30,215.31
county,Brown County,walking,NA,Wisconsin,United States,2020-07-01,200.39
county,Brown County,walking,NA,Wisconsin,United States,2020-07-02,190.11
county,Brown County,walking,NA,Wisconsin,United States,2020-07-03,179.75
county,Brown County,walking,NA,Wisconsin,United States,2020-07-04,137.99
county,Brown County,walking,NA,Wisconsin,United States,2020-07-05,141.84
county,Brown County,walking,NA,Wisconsin,United States,2020-07-06,181.79
county,Brown County,walking,NA,Wisconsin,United States,2020-07-07,182.89
county,Brown County,walking,NA,Wisconsin,United States,2020-07-08,195.21
county,Brown County,walking,NA,Wisconsin,United States,2020-07-09,199.92
county,Brown County,walking,NA,Wisconsin,United States,2020-07-10,216.88
county,Brown County,walking,NA,Wisconsin,United States,2020-07-11,201.49
county,Brown County,walking,NA,Wisconsin,United States,2020-07-12,161.3
county,Brown County,walking,NA,Wisconsin,United States,2020-07-13,200.78
county,Brown County,walking,NA,Wisconsin,United States,2020-07-14,189.87
county,Brown County,walking,NA,Wisconsin,United States,2020-07-15,181.55
county,Brown County,walking,NA,Wisconsin,United States,2020-07-16,195.68
county,Brown County,walking,NA,Wisconsin,United States,2020-07-17,222.68
county,Brown County,walking,NA,Wisconsin,United States,2020-07-18,193.09
county,Brown County,walking,NA,Wisconsin,United States,2020-07-19,164.52
county,Brown County,walking,NA,Wisconsin,United States,2020-07-20,193.49
county,Brown County,walking,NA,Wisconsin,United States,2020-07-21,204.71
county,Brown County,walking,NA,Wisconsin,United States,2020-07-22,192.78
county,Brown County,walking,NA,Wisconsin,United States,2020-07-23,196.23
county,Brown County,walking,NA,Wisconsin,United States,2020-07-24,239.25
county,Brown County,walking,NA,Wisconsin,United States,2020-07-25,204.63
county,Brown County,walking,NA,Wisconsin,United States,2020-07-26,157.14
county,Brown County,walking,NA,Wisconsin,United States,2020-07-27,185.71
county,Brown County,walking,NA,Wisconsin,United States,2020-07-28,182.34
county,Brown County,walking,NA,Wisconsin,United States,2020-07-29,186.34
county,Brown County,walking,NA,Wisconsin,United States,2020-07-30,231.48
county,Brown County,walking,NA,Wisconsin,United States,2020-07-31,224.57
county,Brown County,walking,NA,Wisconsin,United States,2020-08-01,210.99
county,Brown County,walking,NA,Wisconsin,United States,2020-08-02,153.61
county,Brown County,walking,NA,Wisconsin,United States,2020-08-03,178.18
county,Brown County,walking,NA,Wisconsin,United States,2020-08-04,215.15
county,Brown County,walking,NA,Wisconsin,United States,2020-08-05,210.13
county,Brown County,walking,NA,Wisconsin,United States,2020-08-06,193.96
county,Brown County,walking,NA,Wisconsin,United States,2020-08-07,237.36
county,Brown County,walking,NA,Wisconsin,United States,2020-08-08,185.32
county,Brown County,walking,NA,Wisconsin,United States,2020-08-09,157.54
county,Brown County,walking,NA,Wisconsin,United States,2020-08-10,183.12
county,Brown County,walking,NA,Wisconsin,United States,2020-08-11,209.58
county,Brown County,walking,NA,Wisconsin,United States,2020-08-12,212.79
county,Brown County,walking,NA,Wisconsin,United States,2020-08-13,217.58
county,Brown County,walking,NA,Wisconsin,United States,2020-08-14,227.32
county,Brown County,walking,NA,Wisconsin,United States,2020-08-15,200.55
county,Brown County,walking,NA,Wisconsin,United States,2020-08-16,166.56
county,Brown County,walking,NA,Wisconsin,United States,2020-08-17,191.52
county,Brown County,walking,NA,Wisconsin,United States,2020-08-18,201.33
county,Brown County,walking,NA,Wisconsin,United States,2020-08-19,219.7
county,Brown County,walking,NA,Wisconsin,United States,2020-08-20,227.79
county,Brown County,walking,NA,Wisconsin,United States,2020-08-21,255.26
county,Brown County,walking,NA,Wisconsin,United States,2020-08-22,218.21
county,Brown County,walking,NA,Wisconsin,United States,2020-08-23,160.91
county,Brown County,walking,NA,Wisconsin,United States,2020-08-24,213.58
county,Brown County,walking,NA,Wisconsin,United States,2020-08-25,190.89
county,Brown County,walking,NA,Wisconsin,United States,2020-08-26,181.32
county,Brown County,walking,NA,Wisconsin,United States,2020-08-27,204.4
county,Brown County,walking,NA,Wisconsin,United States,2020-08-28,229.75
county,Brown County,walking,NA,Wisconsin,United States,2020-08-29,244.66
county,Brown County,walking,NA,Wisconsin,United States,2020-08-30,162.64
county,Brown County,walking,NA,Wisconsin,United States,2020-08-31,176.61
